starttime	seconds	ctime	dtime	ttime	wait
Sun Aug 29 18:24:00 2021	1630229040	0	4524	4524	3870
Sun Aug 29 18:23:07 2021	1630228987	0	4531	4531	4224
Sun Aug 29 18:22:43 2021	1630228963	0	4531	4532	4463
Sun Aug 29 18:23:03 2021	1630228983	0	4535	4535	4006
Sun Aug 29 18:22:45 2021	1630228965	0	4536	4536	4440
Sun Aug 29 18:23:55 2021	1630229035	0	4537	4537	3326
Sun Aug 29 18:23:30 2021	1630229010	0	4537	4537	4378
Sun Aug 29 18:22:41 2021	1630228961	0	4540	4540	4477
Sun Aug 29 18:22:38 2021	1630228958	0	4544	4544	3657
Sun Aug 29 18:23:59 2021	1630229039	0	4544	4544	4258
Sun Aug 29 18:23:19 2021	1630228999	0	4550	4550	4286
Sun Aug 29 18:23:18 2021	1630228998	0	4550	4550	4510
Sun Aug 29 18:23:19 2021	1630228999	0	4562	4562	4511
Sun Aug 29 18:23:25 2021	1630229005	0	4573	4573	3853
Sun Aug 29 18:23:07 2021	1630228987	0	4579	4579	3883
Sun Aug 29 18:23:53 2021	1630229033	0	4579	4579	3128
Sun Aug 29 18:22:38 2021	1630228958	0	4587	4587	3538
Sun Aug 29 18:22:10 2021	1630228930	0	4593	4593	4098
Sun Aug 29 18:22:23 2021	1630228943	0	4597	4597	4020
Sun Aug 29 18:22:39 2021	1630228959	0	4598	4598	2997
Sun Aug 29 18:23:15 2021	1630228995	1	4607	4608	4522
Sun Aug 29 18:24:01 2021	1630229041	0	4612	4612	2713
Sun Aug 29 18:23:43 2021	1630229023	0	4613	4614	4516
Sun Aug 29 18:24:00 2021	1630229040	0	4614	4614	4425
Sun Aug 29 18:23:35 2021	1630229015	0	4614	4615	4065
Sun Aug 29 18:23:05 2021	1630228985	0	4617	4617	4545
Sun Aug 29 18:22:15 2021	1630228935	0	4623	4623	4559
Sun Aug 29 18:22:44 2021	1630228964	0	4623	4623	3901
Sun Aug 29 18:22:42 2021	1630228962	0	4625	4625	3862
Sun Aug 29 18:22:43 2021	1630228963	0	4629	4630	4428
Sun Aug 29 18:23:39 2021	1630229019	0	4631	4631	4488
Sun Aug 29 18:23:59 2021	1630229039	0	4631	4631	4391
Sun Aug 29 18:23:15 2021	1630228995	1	4631	4632	3020
Sun Aug 29 18:23:50 2021	1630229030	0	4632	4632	4346
Sun Aug 29 18:22:29 2021	1630228949	0	4634	4634	4501
Sun Aug 29 18:23:16 2021	1630228996	0	4634	4634	4534
Sun Aug 29 18:23:38 2021	1630229018	0	4638	4638	4303
Sun Aug 29 18:22:46 2021	1630228966	0	4642	4642	4544
Sun Aug 29 18:22:42 2021	1630228962	0	4647	4648	4528
Sun Aug 29 18:22:16 2021	1630228936	0	4649	4649	3796
Sun Aug 29 18:22:49 2021	1630228969	0	4656	4656	3874
Sun Aug 29 18:22:10 2021	1630228930	3	4655	4658	3683
Sun Aug 29 18:23:16 2021	1630228996	0	4667	4668	3955
Sun Aug 29 18:22:10 2021	1630228930	2	4667	4669	4521
Sun Aug 29 18:23:18 2021	1630228998	0	4671	4671	3866
Sun Aug 29 18:23:06 2021	1630228986	0	4672	4672	4473
Sun Aug 29 18:23:30 2021	1630229010	0	4673	4673	4557
Sun Aug 29 18:23:32 2021	1630229012	0	4675	4675	4588
Sun Aug 29 18:23:22 2021	1630229002	0	4676	4676	3275
Sun Aug 29 18:22:50 2021	1630228970	0	4683	4683	3787
Sun Aug 29 18:22:20 2021	1630228940	0	4686	4686	4466
Sun Aug 29 18:22:39 2021	1630228959	0	4692	4692	4654
Sun Aug 29 18:22:22 2021	1630228942	0	4692	4692	4622
Sun Aug 29 18:23:19 2021	1630228999	0	4696	4696	3263
Sun Aug 29 18:23:51 2021	1630229031	0	4698	4698	4463
Sun Aug 29 18:23:09 2021	1630228989	0	4701	4701	4042
Sun Aug 29 18:22:38 2021	1630228958	0	4713	4713	4647
Sun Aug 29 18:23:49 2021	1630229029	0	4721	4721	3830
Sun Aug 29 18:23:54 2021	1630229034	1	4724	4724	4262
Sun Aug 29 18:23:54 2021	1630229034	0	4730	4730	3368
Sun Aug 29 18:23:11 2021	1630228991	0	4733	4733	4682
Sun Aug 29 18:22:22 2021	1630228942	1	4732	4733	4504
Sun Aug 29 18:22:39 2021	1630228959	0	4734	4734	4536
Sun Aug 29 18:23:31 2021	1630229011	0	4734	4735	4540
Sun Aug 29 18:23:21 2021	1630229001	0	4736	4737	4679
Sun Aug 29 18:22:42 2021	1630228962	0	4740	4740	3344
Sun Aug 29 18:23:26 2021	1630229006	0	4741	4741	4027
Sun Aug 29 18:23:39 2021	1630229019	0	4752	4752	3988
Sun Aug 29 18:23:31 2021	1630229011	0	4755	4755	4035
Sun Aug 29 18:23:32 2021	1630229012	0	4759	4759	4669
Sun Aug 29 18:22:17 2021	1630228937	0	4760	4760	4704
Sun Aug 29 18:22:49 2021	1630228969	0	4761	4761	4565
Sun Aug 29 18:23:24 2021	1630229004	0	4765	4765	4269
Sun Aug 29 18:22:17 2021	1630228937	0	4767	4768	2991
Sun Aug 29 18:23:26 2021	1630229006	0	4768	4768	4211
Sun Aug 29 18:23:55 2021	1630229035	0	4769	4769	3322
Sun Aug 29 18:23:19 2021	1630228999	0	4771	4771	4721
Sun Aug 29 18:22:13 2021	1630228933	1	4774	4775	3212
Sun Aug 29 18:22:23 2021	1630228943	0	4780	4780	3972
Sun Aug 29 18:22:21 2021	1630228941	0	4782	4782	4642
Sun Aug 29 18:23:57 2021	1630229037	0	4787	4787	4702
Sun Aug 29 18:23:12 2021	1630228992	0	4789	4789	4714
Sun Aug 29 18:22:21 2021	1630228941	0	4789	4789	4555
Sun Aug 29 18:23:22 2021	1630229002	0	4790	4790	4457
Sun Aug 29 18:23:06 2021	1630228986	0	4793	4793	3741
Sun Aug 29 18:22:33 2021	1630228953	0	4795	4795	2738
Sun Aug 29 18:23:35 2021	1630229015	0	4795	4795	2876
Sun Aug 29 18:23:32 2021	1630229012	0	4797	4797	4742
Sun Aug 29 18:23:48 2021	1630229028	0	4798	4798	4723
Sun Aug 29 18:23:24 2021	1630229004	0	4800	4800	3568
Sun Aug 29 18:22:49 2021	1630228969	0	4800	4800	4751
Sun Aug 29 18:23:52 2021	1630229032	0	4802	4802	3403
Sun Aug 29 18:22:19 2021	1630228939	0	4802	4802	4672
Sun Aug 29 18:23:15 2021	1630228995	0	4806	4806	4749
Sun Aug 29 18:23:18 2021	1630228998	0	4807	4807	4237
Sun Aug 29 18:22:47 2021	1630228967	0	4821	4821	4429
Sun Aug 29 18:23:09 2021	1630228989	0	4829	4830	4530
Sun Aug 29 18:23:32 2021	1630229012	0	4830	4830	4401
Sun Aug 29 18:22:29 2021	1630228949	0	4854	4854	4745
Sun Aug 29 18:23:30 2021	1630229010	0	4858	4859	3845
Sun Aug 29 18:22:39 2021	1630228959	0	4864	4864	3913
Sun Aug 29 18:23:12 2021	1630228992	0	4864	4864	4800
Sun Aug 29 18:23:35 2021	1630229015	0	4866	4866	4261
Sun Aug 29 18:23:15 2021	1630228995	1	4868	4868	4156
Sun Aug 29 18:23:02 2021	1630228982	0	4872	4873	4352
Sun Aug 29 18:24:18 2021	1630229058	0	4873	4873	4635
Sun Aug 29 18:23:13 2021	1630228993	0	4876	4876	4087
Sun Aug 29 18:22:12 2021	1630228932	0	4880	4880	3829
Sun Aug 29 18:23:35 2021	1630229015	0	4883	4884	3855
Sun Aug 29 18:23:26 2021	1630229006	0	4885	4885	4802
Sun Aug 29 18:23:31 2021	1630229011	0	4891	4891	4435
Sun Aug 29 18:23:54 2021	1630229034	0	4899	4899	4722
Sun Aug 29 18:23:40 2021	1630229020	0	4899	4899	3587
Sun Aug 29 18:24:00 2021	1630229040	0	4901	4902	4665
Sun Aug 29 18:22:17 2021	1630228937	0	4905	4905	3856
Sun Aug 29 18:23:59 2021	1630229039	0	4912	4912	4677
Sun Aug 29 18:23:25 2021	1630229005	2	4910	4913	3772
Sun Aug 29 18:23:05 2021	1630228985	0	4913	4914	4845
Sun Aug 29 18:23:07 2021	1630228987	0	4914	4914	4401
Sun Aug 29 18:22:47 2021	1630228967	0	4916	4917	4589
Sun Aug 29 18:22:17 2021	1630228937	0	4917	4917	3314
Sun Aug 29 18:22:40 2021	1630228960	0	4926	4926	4089
Sun Aug 29 18:22:35 2021	1630228955	0	4930	4930	4411
Sun Aug 29 18:22:35 2021	1630228955	0	4935	4935	3948
Sun Aug 29 18:23:29 2021	1630229009	0	4935	4936	4765
Sun Aug 29 18:23:57 2021	1630229037	0	4937	4937	4895
Sun Aug 29 18:23:57 2021	1630229037	0	4938	4939	4767
Sun Aug 29 18:23:30 2021	1630229010	0	4945	4945	4884
Sun Aug 29 18:22:42 2021	1630228962	0	4949	4949	4831
Sun Aug 29 18:23:51 2021	1630229031	0	4951	4951	3645
Sun Aug 29 18:23:27 2021	1630229007	0	4957	4957	3637
Sun Aug 29 18:22:15 2021	1630228935	0	4957	4957	4890
Sun Aug 29 18:22:47 2021	1630228967	0	4958	4958	4344
Sun Aug 29 18:22:12 2021	1630228932	0	4960	4960	3493
Sun Aug 29 18:22:42 2021	1630228962	0	4961	4961	4471
Sun Aug 29 18:22:49 2021	1630228969	0	4962	4962	4731
Sun Aug 29 18:23:45 2021	1630229025	0	4964	4964	3140
Sun Aug 29 18:23:25 2021	1630229005	0	4969	4969	4924
Sun Aug 29 18:22:39 2021	1630228959	0	4971	4971	4587
Sun Aug 29 18:23:10 2021	1630228990	0	4977	4978	3983
Sun Aug 29 18:22:17 2021	1630228937	0	4982	4982	4148
Sun Aug 29 18:22:41 2021	1630228961	0	4982	4983	3573
Sun Aug 29 18:22:29 2021	1630228949	0	4983	4983	4874
Sun Aug 29 18:23:24 2021	1630229004	0	4983	4984	4769
Sun Aug 29 18:23:30 2021	1630229010	0	4986	4987	4340
Sun Aug 29 18:23:24 2021	1630229004	0	4990	4990	4687
Sun Aug 29 18:23:35 2021	1630229015	0	4993	4993	3861
Sun Aug 29 18:23:04 2021	1630228984	0	5002	5002	4277
Sun Aug 29 18:23:27 2021	1630229007	1	5002	5003	4854
Sun Aug 29 18:23:19 2021	1630228999	0	5015	5016	4196
Sun Aug 29 18:23:35 2021	1630229015	0	5022	5023	4654
Sun Aug 29 18:22:17 2021	1630228937	1	5022	5023	4961
Sun Aug 29 18:23:16 2021	1630228996	0	5023	5023	4868
Sun Aug 29 18:23:05 2021	1630228985	0	5024	5024	4158
Sun Aug 29 18:23:10 2021	1630228990	0	5027	5027	4537
Sun Aug 29 18:22:30 2021	1630228950	0	5030	5030	4891
Sun Aug 29 18:23:21 2021	1630229001	0	5030	5031	4790
Sun Aug 29 18:22:16 2021	1630228936	0	5031	5031	4981
Sun Aug 29 18:23:25 2021	1630229005	0	5039	5039	4571
Sun Aug 29 18:23:39 2021	1630229019	0	5040	5040	4595
Sun Aug 29 18:23:19 2021	1630228999	0	5042	5042	4196
Sun Aug 29 18:22:18 2021	1630228938	0	5042	5042	3465
Sun Aug 29 18:23:10 2021	1630228990	0	5045	5045	4892
Sun Aug 29 18:23:19 2021	1630228999	0	5048	5048	4806
Sun Aug 29 18:23:29 2021	1630229009	0	5049	5049	4956
Sun Aug 29 18:22:18 2021	1630228938	0	5049	5049	4372
Sun Aug 29 18:23:14 2021	1630228994	0	5052	5052	4809
Sun Aug 29 18:22:38 2021	1630228958	0	5058	5058	3907
Sun Aug 29 18:23:29 2021	1630229009	0	5063	5063	4952
Sun Aug 29 18:23:27 2021	1630229007	0	5066	5066	4389
Sun Aug 29 18:23:18 2021	1630228998	0	5078	5079	5020
Sun Aug 29 18:22:40 2021	1630228960	0	5084	5084	4510
Sun Aug 29 18:23:54 2021	1630229034	0	5085	5085	3782
Sun Aug 29 18:23:52 2021	1630229032	0	5087	5087	5036
Sun Aug 29 18:23:20 2021	1630229000	0	5088	5088	5034
Sun Aug 29 18:23:16 2021	1630228996	0	5097	5097	4506
Sun Aug 29 18:23:08 2021	1630228988	0	5097	5098	4950
Sun Aug 29 18:23:27 2021	1630229007	0	5103	5103	4903
Sun Aug 29 18:22:10 2021	1630228930	6	5098	5104	4589
Sun Aug 29 18:22:17 2021	1630228937	0	5117	5117	5065
Sun Aug 29 18:22:30 2021	1630228950	0	5123	5123	4482
Sun Aug 29 18:22:14 2021	1630228934	0	5135	5135	5079
Sun Aug 29 18:23:57 2021	1630229037	0	5135	5135	4964
Sun Aug 29 18:22:38 2021	1630228958	0	5135	5135	3790
Sun Aug 29 18:22:34 2021	1630228954	0	5138	5138	2950
Sun Aug 29 18:22:31 2021	1630228951	0	5140	5140	3737
Sun Aug 29 18:22:34 2021	1630228954	1	5142	5142	3800
Sun Aug 29 18:22:18 2021	1630228938	0	5142	5142	3459
Sun Aug 29 18:23:51 2021	1630229031	0	5147	5147	4558
Sun Aug 29 18:23:18 2021	1630228998	0	5149	5149	4442
Sun Aug 29 18:23:11 2021	1630228991	0	5157	5157	4389
Sun Aug 29 18:23:22 2021	1630229002	0	5159	5159	4957
Sun Aug 29 18:22:28 2021	1630228948	0	5160	5160	4191
Sun Aug 29 18:23:23 2021	1630229003	0	5160	5160	5081
Sun Aug 29 18:23:16 2021	1630228996	0	5162	5162	5039
Sun Aug 29 18:23:13 2021	1630228993	0	5164	5164	4446
Sun Aug 29 18:22:44 2021	1630228964	0	5164	5164	4143
Sun Aug 29 18:23:02 2021	1630228982	0	5165	5165	4610
Sun Aug 29 18:22:22 2021	1630228942	0	5168	5168	5126
Sun Aug 29 18:23:24 2021	1630229004	0	5170	5170	4431
Sun Aug 29 18:22:15 2021	1630228935	1	5171	5172	5081
Sun Aug 29 18:22:48 2021	1630228968	0	5173	5174	3847
Sun Aug 29 18:22:13 2021	1630228933	0	5176	5176	4730
Sun Aug 29 18:22:13 2021	1630228933	0	5178	5178	4771
Sun Aug 29 18:22:49 2021	1630228969	0	5178	5178	4988
Sun Aug 29 18:23:29 2021	1630229009	0	5182	5182	5074
Sun Aug 29 18:22:11 2021	1630228931	0	5186	5186	4734
Sun Aug 29 18:22:29 2021	1630228949	0	5191	5191	4778
Sun Aug 29 18:23:19 2021	1630228999	0	5195	5195	4954
Sun Aug 29 18:22:32 2021	1630228952	0	5198	5198	4047
Sun Aug 29 18:23:12 2021	1630228992	0	5199	5199	5086
Sun Aug 29 18:23:21 2021	1630229001	0	5205	5205	4990
Sun Aug 29 18:22:45 2021	1630228965	0	5210	5210	5098
Sun Aug 29 18:23:56 2021	1630229036	0	5217	5217	4459
Sun Aug 29 18:23:28 2021	1630229008	0	5223	5224	5170
Sun Aug 29 18:23:30 2021	1630229010	0	5227	5227	5190
Sun Aug 29 18:23:37 2021	1630229017	0	5227	5227	3811
Sun Aug 29 18:23:07 2021	1630228987	0	5228	5228	5167
Sun Aug 29 18:24:13 2021	1630229053	0	5229	5229	4250
Sun Aug 29 18:24:16 2021	1630229056	0	5232	5232	4709
Sun Aug 29 18:24:17 2021	1630229057	0	5234	5235	4434
Sun Aug 29 18:23:14 2021	1630228994	0	5236	5236	5153
Sun Aug 29 18:23:14 2021	1630228994	0	5237	5238	3550
Sun Aug 29 18:22:17 2021	1630228937	0	5239	5239	4571
Sun Aug 29 18:23:55 2021	1630229035	0	5246	5246	4196
Sun Aug 29 18:24:17 2021	1630229057	0	5247	5247	5087
Sun Aug 29 18:23:23 2021	1630229003	0	5248	5249	4473
Sun Aug 29 18:23:13 2021	1630228993	0	5250	5250	4937
Sun Aug 29 18:23:08 2021	1630228988	0	5257	5257	4496
Sun Aug 29 18:23:20 2021	1630229000	0	5258	5258	4277
Sun Aug 29 18:22:46 2021	1630228966	0	5258	5258	4263
Sun Aug 29 18:23:17 2021	1630228997	0	5258	5259	4635
Sun Aug 29 18:22:21 2021	1630228941	0	5260	5261	5179
Sun Aug 29 18:23:50 2021	1630229030	0	5262	5262	5066
Sun Aug 29 18:23:07 2021	1630228987	0	5264	5264	5167
Sun Aug 29 18:23:20 2021	1630229000	0	5269	5269	3728
Sun Aug 29 18:23:26 2021	1630229006	0	5270	5270	4790
Sun Aug 29 18:23:19 2021	1630228999	0	5270	5271	5144
Sun Aug 29 18:22:45 2021	1630228965	0	5271	5271	4597
Sun Aug 29 18:23:20 2021	1630229000	0	5272	5272	4682
Sun Aug 29 18:23:06 2021	1630228986	0	5272	5272	4721
Sun Aug 29 18:24:18 2021	1630229058	0	5275	5276	4302
Sun Aug 29 18:22:39 2021	1630228959	0	5275	5276	3742
Sun Aug 29 18:23:25 2021	1630229005	0	5277	5277	5088
Sun Aug 29 18:22:10 2021	1630228930	2	5286	5288	3002
Sun Aug 29 18:23:13 2021	1630228993	0	5293	5294	5097
Sun Aug 29 18:22:10 2021	1630228930	2	5295	5297	4265
Sun Aug 29 18:23:24 2021	1630229004	0	5297	5298	5135
Sun Aug 29 18:23:15 2021	1630228995	0	5298	5298	4460
Sun Aug 29 18:22:10 2021	1630228930	2	5296	5298	3487
Sun Aug 29 18:23:58 2021	1630229038	0	5298	5299	4518
Sun Aug 29 18:22:40 2021	1630228960	0	5299	5299	5242
Sun Aug 29 18:22:10 2021	1630228930	4	5296	5300	3623
Sun Aug 29 18:22:10 2021	1630228930	4	5296	5300	3446
Sun Aug 29 18:23:45 2021	1630229025	0	5301	5301	4743
Sun Aug 29 18:22:24 2021	1630228944	0	5303	5303	5220
Sun Aug 29 18:22:45 2021	1630228965	0	5304	5305	4502
Sun Aug 29 18:23:13 2021	1630228993	0	5312	5312	3655
Sun Aug 29 18:22:19 2021	1630228939	0	5314	5314	4653
Sun Aug 29 18:22:10 2021	1630228930	4	5311	5315	4728
Sun Aug 29 18:24:17 2021	1630229057	0	5319	5319	4578
Sun Aug 29 18:23:59 2021	1630229039	0	5320	5320	4888
Sun Aug 29 18:23:27 2021	1630229007	0	5324	5324	5219
Sun Aug 29 18:23:32 2021	1630229012	0	5324	5324	5251
Sun Aug 29 18:22:40 2021	1630228960	0	5333	5333	5219
Sun Aug 29 18:22:21 2021	1630228941	0	5334	5334	5221
Sun Aug 29 18:22:18 2021	1630228938	0	5337	5337	5280
Sun Aug 29 18:23:52 2021	1630229032	0	5339	5339	4527
Sun Aug 29 18:23:06 2021	1630228986	0	5341	5341	4871
Sun Aug 29 18:23:34 2021	1630229014	0	5343	5343	4168
Sun Aug 29 18:23:08 2021	1630228988	0	5344	5344	4646
Sun Aug 29 18:22:39 2021	1630228959	1	5345	5345	3986
Sun Aug 29 18:22:29 2021	1630228949	0	5345	5345	4963
Sun Aug 29 18:22:47 2021	1630228967	0	5346	5346	5295
Sun Aug 29 18:23:43 2021	1630229023	0	5347	5347	4863
Sun Aug 29 18:23:57 2021	1630229037	0	5347	5347	4255
Sun Aug 29 18:22:39 2021	1630228959	0	5348	5348	4495
Sun Aug 29 18:23:48 2021	1630229028	0	5351	5351	4481
Sun Aug 29 18:24:17 2021	1630229057	0	5352	5352	4773
Sun Aug 29 18:23:02 2021	1630228982	0	5352	5352	4647
Sun Aug 29 18:22:40 2021	1630228960	0	5352	5352	3535
Sun Aug 29 18:23:47 2021	1630229027	0	5353	5353	4585
Sun Aug 29 18:22:37 2021	1630228957	0	5357	5357	4987
Sun Aug 29 18:23:52 2021	1630229032	0	5357	5357	4024
Sun Aug 29 18:23:10 2021	1630228990	0	5359	5360	5282
Sun Aug 29 18:23:25 2021	1630229005	0	5363	5363	4390
Sun Aug 29 18:22:10 2021	1630228930	2	5362	5364	5220
Sun Aug 29 18:23:57 2021	1630229037	0	5365	5365	5311
Sun Aug 29 18:22:40 2021	1630228960	0	5367	5367	3709
Sun Aug 29 18:22:15 2021	1630228935	0	5367	5367	2221
Sun Aug 29 18:23:31 2021	1630229011	0	5377	5377	5236
Sun Aug 29 18:23:35 2021	1630229015	0	5377	5377	4386
Sun Aug 29 18:22:47 2021	1630228967	0	5379	5379	5078
Sun Aug 29 18:23:10 2021	1630228990	0	5384	5384	5080
Sun Aug 29 18:22:28 2021	1630228948	0	5385	5385	3874
Sun Aug 29 18:23:17 2021	1630228997	0	5389	5389	4604
Sun Aug 29 18:24:18 2021	1630229058	0	5389	5389	4463
Sun Aug 29 18:22:28 2021	1630228948	0	5390	5390	4469
Sun Aug 29 18:23:08 2021	1630228988	0	5398	5398	4609
Sun Aug 29 18:23:27 2021	1630229007	0	5398	5399	4226
Sun Aug 29 18:23:35 2021	1630229015	0	5399	5400	5275
Sun Aug 29 18:22:16 2021	1630228936	0	5400	5400	4487
Sun Aug 29 18:23:54 2021	1630229034	0	5402	5402	4334
Sun Aug 29 18:23:53 2021	1630229033	0	5402	5402	5024
Sun Aug 29 18:23:30 2021	1630229010	0	5404	5405	4752
Sun Aug 29 18:22:28 2021	1630228948	0	5405	5405	5237
Sun Aug 29 18:22:39 2021	1630228959	0	5407	5407	4674
Sun Aug 29 18:23:36 2021	1630229016	0	5414	5414	3682
Sun Aug 29 18:22:17 2021	1630228937	0	5415	5415	4951
Sun Aug 29 18:23:19 2021	1630228999	0	5419	5420	3922
Sun Aug 29 18:23:29 2021	1630229009	0	5422	5422	4712
Sun Aug 29 18:24:00 2021	1630229040	0	5427	5427	4067
Sun Aug 29 18:22:10 2021	1630228930	4	5426	5430	4764
Sun Aug 29 18:22:29 2021	1630228949	0	5430	5430	4990
Sun Aug 29 18:23:18 2021	1630228998	0	5431	5431	4525
Sun Aug 29 18:23:18 2021	1630228998	0	5434	5434	4740
Sun Aug 29 18:23:43 2021	1630229023	0	5436	5436	4314
Sun Aug 29 18:22:33 2021	1630228953	0	5443	5443	4126
Sun Aug 29 18:23:06 2021	1630228986	0	5447	5447	4522
Sun Aug 29 18:22:44 2021	1630228964	0	5447	5448	4442
Sun Aug 29 18:22:35 2021	1630228955	0	5450	5451	4534
Sun Aug 29 18:22:10 2021	1630228930	4	5447	5452	5055
Sun Aug 29 18:23:31 2021	1630229011	0	5454	5454	5329
Sun Aug 29 18:23:31 2021	1630229011	0	5457	5457	5410
Sun Aug 29 18:22:21 2021	1630228941	0	5457	5457	5354
Sun Aug 29 18:24:13 2021	1630229053	0	5457	5457	5379
Sun Aug 29 18:23:05 2021	1630228985	0	5459	5459	5226
Sun Aug 29 18:23:55 2021	1630229035	0	5462	5462	5284
Sun Aug 29 18:22:15 2021	1630228935	0	5465	5466	4458
Sun Aug 29 18:23:14 2021	1630228994	0	5468	5468	5012
Sun Aug 29 18:22:40 2021	1630228960	0	5469	5469	5370
Sun Aug 29 18:22:43 2021	1630228963	0	5470	5470	3903
Sun Aug 29 18:23:06 2021	1630228986	0	5472	5472	4195
Sun Aug 29 18:23:15 2021	1630228995	1	5475	5475	5342
Sun Aug 29 18:24:18 2021	1630229058	0	5476	5476	4504
Sun Aug 29 18:23:06 2021	1630228986	0	5477	5477	4797
Sun Aug 29 18:23:45 2021	1630229025	0	5477	5477	4205
Sun Aug 29 18:23:13 2021	1630228993	1	5482	5483	4707
Sun Aug 29 18:22:10 2021	1630228930	2	5482	5484	4998
Sun Aug 29 18:23:31 2021	1630229011	0	5488	5488	5394
Sun Aug 29 18:23:54 2021	1630229034	0	5490	5490	4367
Sun Aug 29 18:23:59 2021	1630229039	0	5492	5492	5140
Sun Aug 29 18:22:10 2021	1630228930	3	5492	5495	5338
Sun Aug 29 18:23:00 2021	1630228980	0	5498	5498	4861
Sun Aug 29 18:24:00 2021	1630229040	0	5499	5499	4016
Sun Aug 29 18:23:22 2021	1630229002	0	5502	5503	4909
Sun Aug 29 18:22:17 2021	1630228937	0	5503	5503	5321
Sun Aug 29 18:23:16 2021	1630228996	0	5506	5506	4692
Sun Aug 29 18:23:28 2021	1630229008	0	5508	5509	5426
Sun Aug 29 18:23:52 2021	1630229032	0	5509	5509	5456
Sun Aug 29 18:22:29 2021	1630228949	0	5517	5517	5333
Sun Aug 29 18:23:29 2021	1630229009	0	5519	5519	5478
Sun Aug 29 18:23:59 2021	1630229039	0	5525	5525	5293
Sun Aug 29 18:22:12 2021	1630228932	0	5526	5526	4322
Sun Aug 29 18:23:24 2021	1630229004	0	5527	5527	4795
Sun Aug 29 18:22:19 2021	1630228939	0	5531	5532	5349
Sun Aug 29 18:23:23 2021	1630229003	0	5534	5535	5223
Sun Aug 29 18:23:39 2021	1630229019	0	5536	5537	4835
Sun Aug 29 18:23:05 2021	1630228985	0	5537	5538	5440
Sun Aug 29 18:23:05 2021	1630228985	0	5543	5543	5313
Sun Aug 29 18:23:12 2021	1630228992	0	5543	5543	5384
Sun Aug 29 18:23:46 2021	1630229026	0	5544	5544	5045
Sun Aug 29 18:22:10 2021	1630228930	2	5542	5544	4868
Sun Aug 29 18:23:25 2021	1630229005	0	5558	5558	5393
Sun Aug 29 18:23:36 2021	1630229016	0	5561	5561	4808
Sun Aug 29 18:23:22 2021	1630229002	0	5563	5563	4326
Sun Aug 29 18:22:17 2021	1630228937	0	5565	5565	4863
Sun Aug 29 18:22:41 2021	1630228961	0	5571	5571	5516
Sun Aug 29 18:23:34 2021	1630229014	0	5575	5575	4946
Sun Aug 29 18:22:21 2021	1630228941	0	5577	5577	4817
Sun Aug 29 18:23:20 2021	1630229000	0	5578	5578	4850
Sun Aug 29 18:22:23 2021	1630228943	0	5580	5580	4364
Sun Aug 29 18:23:26 2021	1630229006	0	5583	5583	4846
Sun Aug 29 18:22:48 2021	1630228968	0	5586	5586	4202
Sun Aug 29 18:23:22 2021	1630229002	0	5587	5587	4871
Sun Aug 29 18:23:57 2021	1630229037	0	5589	5589	5540
Sun Aug 29 18:23:19 2021	1630228999	0	5590	5590	5529
Sun Aug 29 18:22:36 2021	1630228956	0	5590	5591	4442
Sun Aug 29 18:23:50 2021	1630229030	0	5594	5594	5065
Sun Aug 29 18:22:13 2021	1630228933	0	5598	5598	5205
Sun Aug 29 18:23:43 2021	1630229023	0	5602	5602	5159
Sun Aug 29 18:23:21 2021	1630229001	0	5602	5603	4214
Sun Aug 29 18:22:46 2021	1630228966	0	5603	5603	5544
Sun Aug 29 18:22:39 2021	1630228959	0	5607	5607	5564
Sun Aug 29 18:23:27 2021	1630229007	0	5613	5613	4687
Sun Aug 29 18:23:36 2021	1630229016	0	5616	5616	4297
Sun Aug 29 18:22:47 2021	1630228967	1	5618	5618	5000
Sun Aug 29 18:23:41 2021	1630229021	1	5622	5623	5329
Sun Aug 29 18:22:43 2021	1630228963	0	5623	5624	5494
Sun Aug 29 18:23:17 2021	1630228997	0	5624	5625	5551
Sun Aug 29 18:22:33 2021	1630228953	0	5625	5625	3800
Sun Aug 29 18:23:06 2021	1630228986	0	5632	5632	4979
Sun Aug 29 18:23:59 2021	1630229039	0	5634	5634	5235
Sun Aug 29 18:23:03 2021	1630228983	0	5634	5634	5585
Sun Aug 29 18:23:46 2021	1630229026	0	5635	5635	4425
Sun Aug 29 18:22:45 2021	1630228965	0	5637	5637	5463
Sun Aug 29 18:22:23 2021	1630228943	0	5641	5641	5313
Sun Aug 29 18:23:22 2021	1630229002	0	5649	5649	5549
Sun Aug 29 18:22:41 2021	1630228961	0	5653	5653	5244
Sun Aug 29 18:23:20 2021	1630229000	0	5654	5654	4671
Sun Aug 29 18:23:05 2021	1630228985	0	5658	5658	5118
Sun Aug 29 18:22:18 2021	1630228938	0	5658	5658	5428
Sun Aug 29 18:22:34 2021	1630228954	0	5660	5660	5124
Sun Aug 29 18:22:33 2021	1630228953	0	5660	5660	5590
Sun Aug 29 18:22:50 2021	1630228970	0	5664	5664	4258
Sun Aug 29 18:23:31 2021	1630229011	0	5665	5665	5106
Sun Aug 29 18:22:18 2021	1630228938	0	5666	5666	5531
Sun Aug 29 18:22:20 2021	1630228940	0	5666	5666	5420
Sun Aug 29 18:22:11 2021	1630228931	0	5671	5671	4396
Sun Aug 29 18:22:42 2021	1630228962	0	5671	5671	3554
Sun Aug 29 18:22:27 2021	1630228947	0	5683	5683	4812
