starttime	seconds	ctime	dtime	ttime	wait
Sun Aug 29 18:22:39 2021	1630228959	0	4445	4445	4216
Sun Aug 29 18:22:22 2021	1630228942	0	4446	4446	4295
Sun Aug 29 18:23:24 2021	1630229004	0	4449	4449	4380
Sun Aug 29 18:23:27 2021	1630229007	0	4450	4450	4392
Sun Aug 29 18:22:33 2021	1630228953	1	4452	4453	3795
Sun Aug 29 18:22:33 2021	1630228953	1	4453	4453	3634
Sun Aug 29 18:22:44 2021	1630228964	0	4453	4454	3329
Sun Aug 29 18:23:55 2021	1630229035	0	4456	4456	3731
Sun Aug 29 18:23:27 2021	1630229007	0	4457	4457	3699
Sun Aug 29 18:23:10 2021	1630228990	0	4459	4460	3674
Sun Aug 29 18:23:21 2021	1630229001	0	4463	4463	3862
Sun Aug 29 18:23:25 2021	1630229005	0	4465	4465	4318
Sun Aug 29 18:23:13 2021	1630228993	0	4469	4470	3725
Sun Aug 29 18:23:34 2021	1630229014	0	4474	4474	3785
Sun Aug 29 18:23:18 2021	1630228998	0	4475	4475	4435
Sun Aug 29 18:22:33 2021	1630228953	1	4474	4475	4316
Sun Aug 29 18:22:40 2021	1630228960	0	4480	4480	4051
Sun Aug 29 18:22:33 2021	1630228953	0	4481	4481	2927
Sun Aug 29 18:23:48 2021	1630229028	2	4481	4484	4435
Sun Aug 29 18:22:10 2021	1630228930	2	4488	4490	3657
Sun Aug 29 18:22:45 2021	1630228965	0	4492	4492	4383
Sun Aug 29 18:22:30 2021	1630228950	0	4494	4494	4441
Sun Aug 29 18:23:49 2021	1630229029	0	4495	4495	4113
Sun Aug 29 18:22:41 2021	1630228961	0	4505	4505	4460
Sun Aug 29 18:23:19 2021	1630228999	0	4508	4508	3729
Sun Aug 29 18:23:52 2021	1630229032	0	4512	4512	4430
Sun Aug 29 18:22:39 2021	1630228959	0	4513	4513	3625
Sun Aug 29 18:23:55 2021	1630229035	1	4515	4516	3920
Sun Aug 29 18:22:23 2021	1630228943	0	4517	4517	2933
Sun Aug 29 18:23:48 2021	1630229028	0	4523	4523	4390
