starttime	seconds	ctime	dtime	ttime	wait
Sun Aug 29 18:18:58 2021	1630228738	0	5366	5367	5209
Sun Aug 29 18:17:03 2021	1630228623	0	5367	5367	4897
Sun Aug 29 18:17:54 2021	1630228674	0	5371	5372	4913
Sun Aug 29 18:16:48 2021	1630228608	9	5366	5375	4843
Sun Aug 29 18:17:59 2021	1630228679	0	5375	5376	5295
Sun Aug 29 18:18:58 2021	1630228738	0	5380	5380	4564
Sun Aug 29 18:17:53 2021	1630228673	0	5383	5384	5317
Sun Aug 29 18:16:57 2021	1630228617	0	5389	5389	4783
Sun Aug 29 18:17:59 2021	1630228679	0	5396	5397	4851
Sun Aug 29 18:16:57 2021	1630228617	0	5397	5397	4080
Sun Aug 29 18:18:15 2021	1630228695	0	5402	5402	3039
Sun Aug 29 18:17:27 2021	1630228647	0	5402	5402	5013
Sun Aug 29 18:19:09 2021	1630228749	0	5405	5405	4942
Sun Aug 29 18:18:22 2021	1630228702	0	5406	5406	4909
Sun Aug 29 18:18:08 2021	1630228688	0	5408	5408	5347
Sun Aug 29 18:18:15 2021	1630228695	0	5414	5414	4396
Sun Aug 29 18:17:58 2021	1630228678	0	5415	5415	5359
Sun Aug 29 18:18:35 2021	1630228715	0	5417	5417	5045
Sun Aug 29 18:19:04 2021	1630228744	0	5424	5424	5369
Sun Aug 29 18:18:15 2021	1630228695	0	5425	5425	3637
Sun Aug 29 18:18:10 2021	1630228690	0	5425	5425	3779
Sun Aug 29 18:18:25 2021	1630228705	0	5426	5427	3599
Sun Aug 29 18:17:56 2021	1630228676	0	5427	5427	4282
Sun Aug 29 18:16:55 2021	1630228615	0	5433	5433	5336
Sun Aug 29 18:19:10 2021	1630228750	0	5437	5437	4383
Sun Aug 29 18:18:53 2021	1630228733	0	5442	5442	4291
Sun Aug 29 18:16:57 2021	1630228617	0	5444	5444	4643
Sun Aug 29 18:18:25 2021	1630228705	0	5445	5446	4297
Sun Aug 29 18:18:22 2021	1630228702	0	5447	5447	5217
Sun Aug 29 18:17:34 2021	1630228654	0	5472	5472	4418
Sun Aug 29 18:18:06 2021	1630228686	0	5474	5474	5405
Sun Aug 29 18:17:27 2021	1630228647	0	5477	5477	4357
Sun Aug 29 18:17:59 2021	1630228679	0	5479	5479	4685
Sun Aug 29 18:18:01 2021	1630228681	0	5482	5482	4850
Sun Aug 29 18:18:27 2021	1630228707	0	5482	5483	5052
Sun Aug 29 18:19:09 2021	1630228749	0	5488	5488	4889
Sun Aug 29 18:17:55 2021	1630228675	0	5489	5489	5392
Sun Aug 29 18:19:06 2021	1630228746	0	5490	5490	3998
Sun Aug 29 18:18:21 2021	1630228701	0	5490	5491	5015
Sun Aug 29 18:17:06 2021	1630228626	0	5491	5491	5431
Sun Aug 29 18:18:03 2021	1630228683	0	5496	5496	4774
Sun Aug 29 18:18:18 2021	1630228698	0	5497	5497	4185
Sun Aug 29 18:17:52 2021	1630228672	1	5507	5508	4753
Sun Aug 29 18:18:02 2021	1630228682	0	5515	5515	3718
Sun Aug 29 18:18:12 2021	1630228692	0	5518	5518	5004
Sun Aug 29 18:18:25 2021	1630228705	0	5519	5519	5231
Sun Aug 29 18:18:10 2021	1630228690	0	5519	5519	5349
Sun Aug 29 18:17:55 2021	1630228675	0	5521	5521	5451
Sun Aug 29 18:18:56 2021	1630228736	0	5527	5527	5163
Sun Aug 29 18:18:25 2021	1630228705	0	5527	5527	4500
Sun Aug 29 18:19:04 2021	1630228744	0	5529	5529	5211
Sun Aug 29 18:16:55 2021	1630228615	0	5530	5530	4766
Sun Aug 29 18:18:57 2021	1630228737	0	5533	5533	4652
Sun Aug 29 18:17:58 2021	1630228678	0	5538	5538	4501
Sun Aug 29 18:17:31 2021	1630228651	0	5539	5539	4637
Sun Aug 29 18:19:03 2021	1630228743	0	5539	5540	4572
Sun Aug 29 18:16:56 2021	1630228616	0	5543	5543	4940
Sun Aug 29 18:17:54 2021	1630228674	0	5547	5547	4233
Sun Aug 29 18:18:09 2021	1630228689	0	5551	5551	4972
Sun Aug 29 18:18:16 2021	1630228696	0	5555	5555	5434
Sun Aug 29 18:18:06 2021	1630228686	0	5556	5556	5416
Sun Aug 29 18:18:12 2021	1630228692	0	5557	5557	5468
Sun Aug 29 18:18:48 2021	1630228728	0	5557	5558	4884
Sun Aug 29 18:17:05 2021	1630228625	0	5563	5563	4846
Sun Aug 29 18:18:13 2021	1630228693	0	5565	5565	5475
Sun Aug 29 18:18:00 2021	1630228680	0	5566	5566	5509
Sun Aug 29 18:16:55 2021	1630228615	0	5571	5571	2934
Sun Aug 29 18:18:32 2021	1630228712	0	5573	5573	3747
Sun Aug 29 18:18:46 2021	1630228726	0	5573	5573	4639
Sun Aug 29 18:18:10 2021	1630228690	0	5576	5576	4932
Sun Aug 29 18:18:56 2021	1630228736	0	5579	5579	5124
Sun Aug 29 18:18:50 2021	1630228730	0	5579	5579	4634
Sun Aug 29 18:19:09 2021	1630228749	0	5583	5583	3615
Sun Aug 29 18:16:54 2021	1630228614	0	5584	5584	5102
Sun Aug 29 18:18:29 2021	1630228709	0	5585	5585	4681
Sun Aug 29 18:18:27 2021	1630228707	0	5586	5587	4872
Sun Aug 29 18:18:40 2021	1630228720	0	5595	5595	4141
Sun Aug 29 18:17:33 2021	1630228653	0	5600	5600	4500
Sun Aug 29 18:16:48 2021	1630228608	7	5601	5609	5480
Sun Aug 29 18:19:09 2021	1630228749	0	5613	5613	5480
Sun Aug 29 18:18:04 2021	1630228684	0	5616	5616	5387
Sun Aug 29 18:17:31 2021	1630228651	0	5617	5617	5549
Sun Aug 29 18:18:42 2021	1630228722	0	5617	5617	4099
Sun Aug 29 18:16:55 2021	1630228615	0	5623	5623	4374
Sun Aug 29 18:18:16 2021	1630228696	0	5629	5630	4816
Sun Aug 29 18:18:46 2021	1630228726	0	5630	5630	5159
Sun Aug 29 18:18:22 2021	1630228702	0	5633	5634	5153
Sun Aug 29 18:18:29 2021	1630228709	0	5633	5634	5473
Sun Aug 29 18:18:19 2021	1630228699	0	5641	5641	4959
Sun Aug 29 18:18:40 2021	1630228720	0	5641	5641	5466
Sun Aug 29 18:19:00 2021	1630228740	0	5645	5645	5589
Sun Aug 29 18:18:25 2021	1630228705	0	5648	5648	5350
Sun Aug 29 18:17:28 2021	1630228648	0	5649	5649	4835
Sun Aug 29 18:18:10 2021	1630228690	0	5657	5657	5105
Sun Aug 29 18:18:27 2021	1630228707	0	5658	5658	5196
Sun Aug 29 18:18:40 2021	1630228720	0	5660	5660	4248
Sun Aug 29 18:18:26 2021	1630228706	0	5661	5661	5083
Sun Aug 29 18:16:48 2021	1630228608	6	5655	5661	5572
Sun Aug 29 18:17:00 2021	1630228620	0	5662	5662	4884
Sun Aug 29 18:16:59 2021	1630228619	0	5663	5663	5432
Sun Aug 29 18:16:55 2021	1630228615	0	5663	5663	5219
Sun Aug 29 18:18:32 2021	1630228712	0	5673	5673	5133
Sun Aug 29 18:18:16 2021	1630228696	0	5677	5677	3561
Sun Aug 29 18:18:25 2021	1630228705	0	5683	5683	4852
Sun Aug 29 18:17:36 2021	1630228656	0	5683	5683	5594
Sun Aug 29 18:17:28 2021	1630228648	0	5686	5686	5212
Sun Aug 29 18:18:14 2021	1630228694	0	5689	5689	5644
Sun Aug 29 18:17:30 2021	1630228650	0	5691	5691	5228
Sun Aug 29 18:17:33 2021	1630228653	1	5691	5693	4711
Sun Aug 29 18:16:55 2021	1630228615	0	5693	5693	4932
Sun Aug 29 18:18:25 2021	1630228705	0	5700	5700	4085
Sun Aug 29 18:17:28 2021	1630228648	0	5706	5706	5072
Sun Aug 29 18:18:27 2021	1630228707	0	5706	5706	5335
Sun Aug 29 18:17:57 2021	1630228677	0	5708	5709	5100
Sun Aug 29 18:16:53 2021	1630228613	0	5712	5713	5636
Sun Aug 29 18:17:33 2021	1630228653	0	5715	5716	4947
Sun Aug 29 18:18:00 2021	1630228680	0	5717	5717	4646
Sun Aug 29 18:18:04 2021	1630228684	0	5717	5718	4989
Sun Aug 29 18:17:27 2021	1630228647	0	5718	5718	5303
Sun Aug 29 18:18:00 2021	1630228680	0	5720	5720	5002
Sun Aug 29 18:17:00 2021	1630228620	0	5725	5725	4928
Sun Aug 29 18:18:26 2021	1630228706	0	5728	5728	3511
Sun Aug 29 18:17:13 2021	1630228633	0	5734	5734	5517
Sun Aug 29 18:18:25 2021	1630228705	0	5735	5735	5464
Sun Aug 29 18:18:21 2021	1630228701	0	5737	5737	5157
Sun Aug 29 18:17:33 2021	1630228653	0	5759	5759	4126
Sun Aug 29 18:17:36 2021	1630228656	0	5773	5773	5634
Sun Aug 29 18:18:16 2021	1630228696	0	5773	5773	5620
Sun Aug 29 18:17:28 2021	1630228648	0	5774	5774	5022
Sun Aug 29 18:18:25 2021	1630228705	0	5778	5778	4511
Sun Aug 29 18:18:41 2021	1630228721	0	5779	5779	4432
Sun Aug 29 18:18:21 2021	1630228701	1	5780	5780	5108
Sun Aug 29 18:18:57 2021	1630228737	0	5781	5781	5395
Sun Aug 29 18:16:52 2021	1630228612	0	5785	5785	5057
Sun Aug 29 18:16:54 2021	1630228614	0	5787	5787	5001
Sun Aug 29 18:18:40 2021	1630228720	0	5789	5789	5041
Sun Aug 29 18:17:27 2021	1630228647	0	5790	5791	5324
Sun Aug 29 18:18:25 2021	1630228705	0	5794	5794	4971
Sun Aug 29 18:17:34 2021	1630228654	0	5798	5798	5654
Sun Aug 29 18:18:12 2021	1630228692	0	5802	5802	5056
Sun Aug 29 18:17:17 2021	1630228637	0	5805	5805	5235
Sun Aug 29 18:17:54 2021	1630228674	0	5806	5806	4649
Sun Aug 29 18:17:06 2021	1630228626	0	5806	5806	4589
Sun Aug 29 18:18:44 2021	1630228724	0	5810	5810	4876
Sun Aug 29 18:17:04 2021	1630228624	0	5813	5814	4976
Sun Aug 29 18:18:25 2021	1630228705	0	5813	5814	4042
Sun Aug 29 18:18:25 2021	1630228705	0	5814	5814	4887
Sun Aug 29 18:16:55 2021	1630228615	0	5814	5814	4737
Sun Aug 29 18:18:56 2021	1630228736	0	5814	5814	4842
Sun Aug 29 18:17:09 2021	1630228629	0	5819	5819	5745
Sun Aug 29 18:18:25 2021	1630228705	0	5822	5822	5525
Sun Aug 29 18:17:33 2021	1630228653	0	5822	5823	3244
Sun Aug 29 18:18:08 2021	1630228688	0	5823	5823	5570
Sun Aug 29 18:18:08 2021	1630228688	0	5833	5833	5611
Sun Aug 29 18:19:09 2021	1630228749	0	5851	5851	5242
Sun Aug 29 18:17:33 2021	1630228653	0	5857	5857	3911
Sun Aug 29 18:18:08 2021	1630228688	0	5858	5858	5795
Sun Aug 29 18:17:35 2021	1630228655	0	5866	5866	5011
Sun Aug 29 18:17:38 2021	1630228658	0	5872	5872	4928
Sun Aug 29 18:17:27 2021	1630228647	0	5872	5872	4651
Sun Aug 29 18:18:27 2021	1630228707	0	5875	5875	5276
Sun Aug 29 18:17:33 2021	1630228653	0	5893	5893	4816
Sun Aug 29 18:18:03 2021	1630228683	0	5897	5898	4343
Sun Aug 29 18:18:25 2021	1630228705	0	5899	5899	4367
Sun Aug 29 18:16:59 2021	1630228619	0	5899	5899	5834
Sun Aug 29 18:18:25 2021	1630228705	0	5900	5900	4862
Sun Aug 29 18:18:08 2021	1630228688	0	5901	5902	5705
Sun Aug 29 18:17:27 2021	1630228647	0	5903	5903	5059
Sun Aug 29 18:19:10 2021	1630228750	0	5904	5904	4875
Sun Aug 29 18:18:10 2021	1630228690	0	5905	5905	5259
Sun Aug 29 18:16:54 2021	1630228614	0	5905	5905	5434
Sun Aug 29 18:19:01 2021	1630228741	0	5907	5907	5840
Sun Aug 29 18:17:28 2021	1630228648	0	5911	5911	4867
Sun Aug 29 18:17:37 2021	1630228657	0	5911	5911	4978
Sun Aug 29 18:18:14 2021	1630228694	0	5922	5922	5477
Sun Aug 29 18:18:27 2021	1630228707	0	5923	5923	5307
Sun Aug 29 18:18:58 2021	1630228738	0	5924	5924	5741
Sun Aug 29 18:17:58 2021	1630228678	0	5926	5926	5862
Sun Aug 29 18:17:12 2021	1630228632	0	5930	5930	5364
Sun Aug 29 18:17:56 2021	1630228676	0	5931	5931	5158
Sun Aug 29 18:17:27 2021	1630228647	0	5932	5932	5447
Sun Aug 29 18:17:01 2021	1630228621	0	5932	5932	5794
Sun Aug 29 18:18:25 2021	1630228705	0	5938	5938	4916
Sun Aug 29 18:18:10 2021	1630228690	0	5939	5940	5379
Sun Aug 29 18:18:12 2021	1630228692	0	5941	5941	5069
Sun Aug 29 18:18:21 2021	1630228701	0	5945	5945	5218
Sun Aug 29 18:16:57 2021	1630228617	0	5945	5946	5767
Sun Aug 29 18:16:48 2021	1630228608	5	5941	5946	5127
Sun Aug 29 18:19:08 2021	1630228748	0	5952	5953	5802
Sun Aug 29 18:18:47 2021	1630228727	0	5954	5955	5277
Sun Aug 29 18:17:31 2021	1630228651	0	5959	5959	5328
Sun Aug 29 18:16:54 2021	1630228614	0	5964	5964	4390
Sun Aug 29 18:18:10 2021	1630228690	0	5966	5966	5344
Sun Aug 29 18:18:35 2021	1630228715	0	5967	5967	5809
Sun Aug 29 18:17:31 2021	1630228651	0	5970	5970	5747
Sun Aug 29 18:18:26 2021	1630228706	0	5972	5972	5605
Sun Aug 29 18:18:25 2021	1630228705	1	5976	5977	5790
Sun Aug 29 18:19:04 2021	1630228744	0	5982	5982	5907
Sun Aug 29 18:16:57 2021	1630228617	0	5982	5982	5250
Sun Aug 29 18:19:10 2021	1630228750	0	5984	5984	4991
Sun Aug 29 18:18:21 2021	1630228701	0	5984	5984	5342
Sun Aug 29 18:18:08 2021	1630228688	0	5998	5998	5748
Sun Aug 29 18:18:25 2021	1630228705	0	6001	6002	5965
Sun Aug 29 18:18:05 2021	1630228685	0	6002	6003	5907
Sun Aug 29 18:18:12 2021	1630228692	0	6014	6015	5944
Sun Aug 29 18:17:01 2021	1630228621	0	6015	6015	5317
Sun Aug 29 18:18:55 2021	1630228735	0	6027	6027	5733
Sun Aug 29 18:17:57 2021	1630228677	0	6028	6028	5095
Sun Aug 29 18:18:46 2021	1630228726	0	6029	6029	5345
Sun Aug 29 18:19:10 2021	1630228750	3	6028	6031	5374
Sun Aug 29 18:17:40 2021	1630228660	0	6035	6035	5635
Sun Aug 29 18:16:48 2021	1630228608	7	6032	6039	4741
Sun Aug 29 18:18:40 2021	1630228720	0	6041	6042	4265
Sun Aug 29 18:18:15 2021	1630228695	0	6046	6047	5390
Sun Aug 29 18:17:01 2021	1630228621	0	6049	6049	4614
Sun Aug 29 18:17:07 2021	1630228627	0	6051	6051	4909
Sun Aug 29 18:19:10 2021	1630228750	1	6057	6058	5358
Sun Aug 29 18:17:53 2021	1630228673	0	6059	6059	5639
Sun Aug 29 18:17:29 2021	1630228649	0	6065	6065	5732
Sun Aug 29 18:17:03 2021	1630228623	0	6068	6069	5637
Sun Aug 29 18:18:03 2021	1630228683	0	6071	6071	5579
Sun Aug 29 18:18:47 2021	1630228727	0	6072	6072	4817
Sun Aug 29 18:19:10 2021	1630228750	0	6075	6075	5397
Sun Aug 29 18:18:06 2021	1630228686	0	6076	6076	5989
Sun Aug 29 18:18:12 2021	1630228692	0	6077	6077	5798
Sun Aug 29 18:18:54 2021	1630228734	0	6077	6077	4887
Sun Aug 29 18:18:41 2021	1630228721	0	6077	6078	5314
Sun Aug 29 18:18:03 2021	1630228683	0	6091	6092	5137
Sun Aug 29 18:18:03 2021	1630228683	0	6094	6094	5146
Sun Aug 29 18:16:57 2021	1630228617	0	6095	6096	5887
Sun Aug 29 18:18:13 2021	1630228693	0	6097	6097	5106
Sun Aug 29 18:17:57 2021	1630228677	0	6102	6102	5816
Sun Aug 29 18:18:48 2021	1630228728	0	6102	6102	6031
Sun Aug 29 18:18:25 2021	1630228705	0	6103	6103	6055
Sun Aug 29 18:18:13 2021	1630228693	0	6105	6105	5823
Sun Aug 29 18:19:10 2021	1630228750	0	6107	6107	5430
Sun Aug 29 18:18:05 2021	1630228685	0	6109	6109	5602
Sun Aug 29 18:18:40 2021	1630228720	0	6109	6109	5608
Sun Aug 29 18:17:25 2021	1630228645	0	6109	6109	4954
Sun Aug 29 18:18:41 2021	1630228721	0	6110	6110	5389
Sun Aug 29 18:16:48 2021	1630228608	11	6100	6111	5390
Sun Aug 29 18:17:58 2021	1630228678	0	6117	6117	5460
Sun Aug 29 18:18:47 2021	1630228727	0	6126	6126	5552
Sun Aug 29 18:18:26 2021	1630228706	0	6126	6126	3939
Sun Aug 29 18:17:52 2021	1630228672	0	6127	6127	5761
Sun Aug 29 18:18:01 2021	1630228681	0	6130	6131	5079
Sun Aug 29 18:16:56 2021	1630228616	0	6132	6132	5755
Sun Aug 29 18:18:20 2021	1630228700	1	6135	6136	5656
Sun Aug 29 18:19:02 2021	1630228742	0	6141	6141	4744
Sun Aug 29 18:18:27 2021	1630228707	0	6147	6147	5958
Sun Aug 29 18:17:41 2021	1630228661	0	6152	6152	5201
Sun Aug 29 18:17:02 2021	1630228622	0	6161	6161	4914
Sun Aug 29 18:18:06 2021	1630228686	0	6164	6164	5477
Sun Aug 29 18:17:56 2021	1630228676	0	6165	6166	5343
Sun Aug 29 18:17:33 2021	1630228653	0	6170	6170	5872
Sun Aug 29 18:17:00 2021	1630228620	0	6170	6170	6106
Sun Aug 29 18:18:03 2021	1630228683	0	6173	6173	5252
Sun Aug 29 18:17:30 2021	1630228650	0	6174	6174	3786
Sun Aug 29 18:18:41 2021	1630228721	0	6175	6175	5840
Sun Aug 29 18:17:02 2021	1630228622	0	6178	6178	4468
Sun Aug 29 18:18:50 2021	1630228730	0	6178	6179	6099
Sun Aug 29 18:18:29 2021	1630228709	0	6180	6180	6067
Sun Aug 29 18:17:03 2021	1630228623	0	6180	6180	4220
Sun Aug 29 18:17:54 2021	1630228674	0	6185	6185	4399
Sun Aug 29 18:18:09 2021	1630228689	0	6189	6190	5526
Sun Aug 29 18:17:12 2021	1630228632	0	6191	6191	5994
Sun Aug 29 18:17:08 2021	1630228628	0	6191	6191	5263
Sun Aug 29 18:17:26 2021	1630228646	0	6192	6192	5071
Sun Aug 29 18:16:59 2021	1630228619	0	6196	6196	4874
Sun Aug 29 18:17:54 2021	1630228674	0	6199	6199	6104
Sun Aug 29 18:18:25 2021	1630228705	0	6200	6201	5436
Sun Aug 29 18:17:27 2021	1630228647	0	6201	6201	5264
Sun Aug 29 18:19:01 2021	1630228741	0	6202	6202	5973
Sun Aug 29 18:16:56 2021	1630228616	0	6205	6205	5578
Sun Aug 29 18:16:48 2021	1630228608	8	6202	6210	4743
Sun Aug 29 18:18:19 2021	1630228699	0	6210	6210	5375
Sun Aug 29 18:17:28 2021	1630228648	0	6212	6212	5545
Sun Aug 29 18:19:03 2021	1630228743	0	6221	6222	4767
Sun Aug 29 18:17:28 2021	1630228648	0	6225	6225	5614
Sun Aug 29 18:19:00 2021	1630228740	0	6226	6226	6148
Sun Aug 29 18:18:55 2021	1630228735	0	6227	6227	5764
Sun Aug 29 18:16:48 2021	1630228608	7	6222	6230	5716
Sun Aug 29 18:16:48 2021	1630228608	6	6225	6231	4385
Sun Aug 29 18:18:47 2021	1630228727	0	6232	6232	4809
Sun Aug 29 18:18:27 2021	1630228707	0	6233	6233	5170
Sun Aug 29 18:18:02 2021	1630228682	0	6235	6235	5746
Sun Aug 29 18:16:48 2021	1630228608	8	6227	6235	5487
Sun Aug 29 18:18:21 2021	1630228701	0	6236	6236	5792
Sun Aug 29 18:18:27 2021	1630228707	0	6236	6236	6177
Sun Aug 29 18:17:03 2021	1630228623	0	6243	6243	5158
Sun Aug 29 18:19:10 2021	1630228750	0	6245	6245	5337
Sun Aug 29 18:17:59 2021	1630228679	0	6249	6249	5560
Sun Aug 29 18:17:08 2021	1630228628	0	6250	6250	5306
Sun Aug 29 18:18:12 2021	1630228692	0	6254	6254	5815
Sun Aug 29 18:18:19 2021	1630228699	0	6256	6256	5380
Sun Aug 29 18:16:57 2021	1630228617	0	6257	6257	4313
Sun Aug 29 18:19:01 2021	1630228741	0	6257	6257	5020
Sun Aug 29 18:17:56 2021	1630228676	0	6257	6257	5374
Sun Aug 29 18:17:10 2021	1630228630	0	6257	6257	5928
Sun Aug 29 18:17:53 2021	1630228673	0	6260	6260	4632
Sun Aug 29 18:19:01 2021	1630228741	0	6262	6262	4811
Sun Aug 29 18:17:33 2021	1630228653	0	6262	6262	5539
Sun Aug 29 18:17:02 2021	1630228622	0	6263	6264	5410
Sun Aug 29 18:18:19 2021	1630228699	0	6266	6266	5348
Sun Aug 29 18:16:48 2021	1630228608	6	6261	6267	5531
Sun Aug 29 18:18:19 2021	1630228699	0	6267	6267	5406
Sun Aug 29 18:19:01 2021	1630228741	0	6269	6270	5012
Sun Aug 29 18:18:57 2021	1630228737	0	6280	6280	6137
Sun Aug 29 18:17:52 2021	1630228672	0	6280	6281	5333
Sun Aug 29 18:18:45 2021	1630228725	0	6282	6282	5442
Sun Aug 29 18:17:04 2021	1630228624	0	6284	6284	5009
Sun Aug 29 18:16:56 2021	1630228616	0	6289	6289	6147
Sun Aug 29 18:18:54 2021	1630228734	0	6289	6289	5341
Sun Aug 29 18:17:38 2021	1630228658	0	6291	6292	6129
Sun Aug 29 18:16:52 2021	1630228612	0	6292	6292	5957
Sun Aug 29 18:16:56 2021	1630228616	0	6292	6292	4993
Sun Aug 29 18:17:30 2021	1630228650	0	6292	6292	6150
Sun Aug 29 18:18:27 2021	1630228707	0	6293	6294	4876
Sun Aug 29 18:18:29 2021	1630228709	0	6297	6298	4607
Sun Aug 29 18:19:10 2021	1630228750	0	6300	6300	5630
Sun Aug 29 18:17:39 2021	1630228659	0	6303	6303	5610
Sun Aug 29 18:16:48 2021	1630228608	7	6299	6306	5783
Sun Aug 29 18:17:14 2021	1630228634	0	6307	6308	5551
Sun Aug 29 18:18:04 2021	1630228684	0	6314	6314	6245
Sun Aug 29 18:19:03 2021	1630228743	0	6318	6318	5996
Sun Aug 29 18:18:41 2021	1630228721	0	6323	6323	5547
Sun Aug 29 18:18:07 2021	1630228687	0	6323	6323	6278
Sun Aug 29 18:18:57 2021	1630228737	0	6326	6326	6251
Sun Aug 29 18:16:48 2021	1630228608	6	6322	6328	5831
Sun Aug 29 18:16:48 2021	1630228608	7	6322	6329	4901
Sun Aug 29 18:18:27 2021	1630228707	0	6331	6331	5698
Sun Aug 29 18:18:55 2021	1630228735	0	6333	6333	5244
Sun Aug 29 18:17:21 2021	1630228641	0	6339	6339	6234
Sun Aug 29 18:19:01 2021	1630228741	0	6342	6342	5282
Sun Aug 29 18:16:48 2021	1630228608	8	6346	6354	4459
Sun Aug 29 18:17:52 2021	1630228672	0	6356	6356	4909
Sun Aug 29 18:16:48 2021	1630228608	8	6349	6357	5502
Sun Aug 29 18:16:51 2021	1630228611	0	6359	6359	5282
Sun Aug 29 18:18:01 2021	1630228681	0	6359	6359	5108
Sun Aug 29 18:18:17 2021	1630228697	0	6362	6362	5372
Sun Aug 29 18:18:12 2021	1630228692	0	6363	6363	5864
Sun Aug 29 18:18:40 2021	1630228720	0	6370	6370	5181
Sun Aug 29 18:18:02 2021	1630228682	0	6371	6371	5585
Sun Aug 29 18:18:15 2021	1630228695	0	6374	6374	4521
Sun Aug 29 18:18:25 2021	1630228705	0	6380	6381	6341
Sun Aug 29 18:17:45 2021	1630228665	0	6384	6384	4751
Sun Aug 29 18:16:48 2021	1630228608	5	6380	6385	4892
Sun Aug 29 18:18:47 2021	1630228727	0	6386	6386	6171
Sun Aug 29 18:16:48 2021	1630228608	2	6387	6389	5447
Sun Aug 29 18:18:55 2021	1630228735	0	6394	6395	5981
Sun Aug 29 18:17:55 2021	1630228675	0	6396	6396	6046
Sun Aug 29 18:17:03 2021	1630228623	0	6399	6399	6253
Sun Aug 29 18:18:19 2021	1630228699	0	6402	6402	5504
Sun Aug 29 18:17:23 2021	1630228643	0	6406	6406	6237
Sun Aug 29 18:18:40 2021	1630228720	0	6406	6407	5826
Sun Aug 29 18:17:08 2021	1630228628	0	6409	6409	6219
Sun Aug 29 18:18:16 2021	1630228696	0	6419	6419	5575
Sun Aug 29 18:17:23 2021	1630228643	0	6419	6419	6272
Sun Aug 29 18:17:58 2021	1630228678	0	6420	6420	6354
Sun Aug 29 18:18:36 2021	1630228716	0	6421	6421	5894
Sun Aug 29 18:17:54 2021	1630228674	0	6422	6422	5704
Sun Aug 29 18:18:40 2021	1630228720	0	6423	6424	5788
Sun Aug 29 18:18:19 2021	1630228699	0	6426	6426	5088
Sun Aug 29 18:16:55 2021	1630228615	0	6426	6426	6268
Sun Aug 29 18:18:40 2021	1630228720	0	6427	6427	5868
Sun Aug 29 18:18:59 2021	1630228739	0	6428	6428	5419
Sun Aug 29 18:17:00 2021	1630228620	0	6432	6433	5015
Sun Aug 29 18:17:53 2021	1630228673	0	6435	6435	5992
Sun Aug 29 18:17:03 2021	1630228623	0	6435	6435	5666
Sun Aug 29 18:16:48 2021	1630228608	8	6428	6436	5980
Sun Aug 29 18:17:04 2021	1630228624	0	6436	6436	6313
Sun Aug 29 18:16:48 2021	1630228608	4	6432	6436	5976
Sun Aug 29 18:17:01 2021	1630228621	0	6437	6437	5645
Sun Aug 29 18:17:52 2021	1630228672	3	6441	6444	6359
Sun Aug 29 18:17:11 2021	1630228631	0	6445	6445	6136
Sun Aug 29 18:18:09 2021	1630228689	1	6446	6446	5021
Sun Aug 29 18:18:36 2021	1630228716	0	6447	6448	5434
Sun Aug 29 18:17:35 2021	1630228655	0	6452	6453	6073
Sun Aug 29 18:19:06 2021	1630228746	0	6453	6453	6391
Sun Aug 29 18:18:00 2021	1630228680	0	6455	6455	6281
Sun Aug 29 18:17:49 2021	1630228669	0	6458	6458	6384
Sun Aug 29 18:17:56 2021	1630228676	0	6459	6459	5628
Sun Aug 29 18:17:28 2021	1630228648	0	6464	6465	5762
Sun Aug 29 18:18:10 2021	1630228690	0	6472	6472	6190
Sun Aug 29 18:18:21 2021	1630228701	0	6475	6475	5794
Sun Aug 29 18:18:10 2021	1630228690	0	6478	6478	6413
Sun Aug 29 18:18:50 2021	1630228730	0	6479	6479	5463
Sun Aug 29 18:18:42 2021	1630228722	0	6480	6480	6053
Sun Aug 29 18:17:26 2021	1630228646	0	6480	6480	6067
Sun Aug 29 18:18:53 2021	1630228733	0	6489	6489	5565
Sun Aug 29 18:18:02 2021	1630228682	0	6490	6490	5767
Sun Aug 29 18:17:35 2021	1630228655	0	6494	6494	6066
Sun Aug 29 18:17:04 2021	1630228624	0	6501	6501	6398
Sun Aug 29 18:17:34 2021	1630228654	0	6502	6502	5653
Sun Aug 29 18:17:12 2021	1630228632	0	6506	6506	5776
Sun Aug 29 18:18:01 2021	1630228681	0	6515	6515	5370
Sun Aug 29 18:17:02 2021	1630228622	0	6517	6517	5310
Sun Aug 29 18:18:06 2021	1630228686	0	6525	6526	6412
Sun Aug 29 18:18:56 2021	1630228736	0	6528	6528	6135
Sun Aug 29 18:17:33 2021	1630228653	0	6528	6528	5525
Sun Aug 29 18:18:01 2021	1630228681	0	6528	6528	5325
Sun Aug 29 18:18:27 2021	1630228707	0	6530	6530	5247
Sun Aug 29 18:17:59 2021	1630228679	0	6530	6530	5079
Sun Aug 29 18:19:09 2021	1630228749	0	6532	6532	5609
Sun Aug 29 18:17:35 2021	1630228655	0	6533	6533	5600
Sun Aug 29 18:17:27 2021	1630228647	0	6535	6535	5798
Sun Aug 29 18:18:09 2021	1630228689	0	6536	6536	5010
Sun Aug 29 18:17:52 2021	1630228672	0	6536	6536	5992
Sun Aug 29 18:16:50 2021	1630228610	0	6541	6541	6230
Sun Aug 29 18:18:09 2021	1630228689	0	6545	6545	6092
Sun Aug 29 18:17:10 2021	1630228630	0	6548	6548	6185
