starttime	seconds	ctime	dtime	ttime	wait
Sun Aug 29 18:18:25 2021	1630228705	0	6549	6549	4761
Sun Aug 29 18:16:58 2021	1630228618	0	6551	6552	6321
Sun Aug 29 18:18:06 2021	1630228686	0	6553	6553	6493
Sun Aug 29 18:19:10 2021	1630228750	0	6553	6553	5599
Sun Aug 29 18:19:07 2021	1630228747	0	6555	6555	6361
Sun Aug 29 18:17:59 2021	1630228679	0	6560	6560	5568
Sun Aug 29 18:17:26 2021	1630228646	0	6561	6561	4731
Sun Aug 29 18:18:58 2021	1630228738	0	6562	6563	5996
Sun Aug 29 18:18:18 2021	1630228698	0	6575	6575	5288
Sun Aug 29 18:16:58 2021	1630228618	0	6587	6587	4886
Sun Aug 29 18:18:31 2021	1630228711	0	6593	6593	4784
Sun Aug 29 18:19:04 2021	1630228744	0	6596	6596	6461
Sun Aug 29 18:18:25 2021	1630228705	0	6613	6614	6108
Sun Aug 29 18:19:03 2021	1630228743	0	6615	6615	6461
Sun Aug 29 18:19:01 2021	1630228741	0	6617	6617	6295
Sun Aug 29 18:18:31 2021	1630228711	0	6618	6618	3564
Sun Aug 29 18:17:53 2021	1630228673	0	6624	6624	6198
Sun Aug 29 18:17:03 2021	1630228623	0	6627	6627	4059
Sun Aug 29 18:17:04 2021	1630228624	0	6628	6628	5406
Sun Aug 29 18:19:03 2021	1630228743	0	6630	6630	5311
Sun Aug 29 18:18:31 2021	1630228711	0	6635	6636	4408
Sun Aug 29 18:18:31 2021	1630228711	0	6644	6644	5870
Sun Aug 29 18:18:21 2021	1630228701	0	6649	6649	5895
Sun Aug 29 18:17:00 2021	1630228620	0	6650	6650	6518
Sun Aug 29 18:17:01 2021	1630228621	0	6653	6653	4647
Sun Aug 29 18:16:54 2021	1630228614	0	6654	6654	6488
Sun Aug 29 18:18:31 2021	1630228711	0	6655	6655	6149
Sun Aug 29 18:18:19 2021	1630228699	0	6660	6660	5964
Sun Aug 29 18:18:25 2021	1630228705	0	6664	6664	6277
Sun Aug 29 18:18:18 2021	1630228698	0	6664	6664	5973
Sun Aug 29 18:17:35 2021	1630228655	0	6664	6664	6604
Sun Aug 29 18:18:18 2021	1630228698	0	6668	6668	6197
Sun Aug 29 18:16:55 2021	1630228615	0	6668	6668	6545
Sun Aug 29 18:17:33 2021	1630228653	0	6669	6669	5666
Sun Aug 29 18:17:03 2021	1630228623	0	6669	6670	5833
Sun Aug 29 18:18:07 2021	1630228687	0	6670	6670	6035
Sun Aug 29 18:18:26 2021	1630228706	0	6670	6670	6127
Sun Aug 29 18:17:17 2021	1630228637	0	6677	6678	5897
Sun Aug 29 18:18:12 2021	1630228692	0	6678	6678	5838
Sun Aug 29 18:19:03 2021	1630228743	0	6679	6679	6431
Sun Aug 29 18:17:26 2021	1630228646	0	6683	6683	5911
Sun Aug 29 18:17:57 2021	1630228677	1	6684	6685	5151
Sun Aug 29 18:18:06 2021	1630228686	0	6685	6685	6562
Sun Aug 29 18:18:58 2021	1630228738	0	6687	6687	5700
Sun Aug 29 18:18:47 2021	1630228727	0	6687	6687	6490
Sun Aug 29 18:17:55 2021	1630228675	0	6688	6688	5995
Sun Aug 29 18:17:39 2021	1630228659	0	6688	6689	6516
Sun Aug 29 18:18:41 2021	1630228721	0	6690	6690	4328
Sun Aug 29 18:17:05 2021	1630228625	0	6693	6693	6208
Sun Aug 29 18:19:07 2021	1630228747	0	6695	6695	6504
Sun Aug 29 18:18:55 2021	1630228735	0	6695	6695	5212
Sun Aug 29 18:18:31 2021	1630228711	0	6696	6696	6169
Sun Aug 29 18:17:22 2021	1630228642	0	6699	6699	6643
Sun Aug 29 18:18:09 2021	1630228689	0	6700	6700	6186
Sun Aug 29 18:18:48 2021	1630228728	0	6704	6704	5501
Sun Aug 29 18:18:25 2021	1630228705	0	6715	6715	6133
Sun Aug 29 18:18:19 2021	1630228699	0	6724	6724	6638
Sun Aug 29 18:17:06 2021	1630228626	0	6724	6724	4633
Sun Aug 29 18:19:03 2021	1630228743	0	6727	6727	6678
Sun Aug 29 18:17:33 2021	1630228653	0	6728	6728	5764
Sun Aug 29 18:19:06 2021	1630228746	0	6729	6729	6000
Sun Aug 29 18:18:09 2021	1630228689	0	6730	6730	6154
Sun Aug 29 18:16:48 2021	1630228608	0	6731	6731	6651
Sun Aug 29 18:16:58 2021	1630228618	0	6733	6733	4891
Sun Aug 29 18:16:55 2021	1630228615	0	6736	6736	6113
Sun Aug 29 18:16:55 2021	1630228615	0	6738	6738	6079
Sun Aug 29 18:18:31 2021	1630228711	0	6742	6743	4452
Sun Aug 29 18:17:27 2021	1630228647	0	6745	6745	6124
Sun Aug 29 18:16:54 2021	1630228614	0	6745	6745	6281
Sun Aug 29 18:19:08 2021	1630228748	0	6747	6747	6392
Sun Aug 29 18:18:41 2021	1630228721	3	6748	6751	5603
Sun Aug 29 18:16:48 2021	1630228608	6	6749	6755	5462
Sun Aug 29 18:16:48 2021	1630228608	8	6748	6756	5635
Sun Aug 29 18:16:48 2021	1630228608	7	6762	6769	4909
Sun Aug 29 18:17:39 2021	1630228659	0	6769	6769	6336
Sun Aug 29 18:17:26 2021	1630228646	0	6772	6772	5456
Sun Aug 29 18:17:59 2021	1630228679	0	6775	6775	6515
Sun Aug 29 18:18:48 2021	1630228728	0	6776	6776	6720
Sun Aug 29 18:16:48 2021	1630228608	8	6768	6776	6595
Sun Aug 29 18:18:09 2021	1630228689	0	6778	6778	6027
Sun Aug 29 18:18:18 2021	1630228698	0	6781	6782	5642
Sun Aug 29 18:17:52 2021	1630228672	3	6779	6782	5904
Sun Aug 29 18:17:28 2021	1630228648	0	6782	6782	5090
Sun Aug 29 18:18:09 2021	1630228689	0	6783	6783	6557
Sun Aug 29 18:17:06 2021	1630228626	0	6787	6787	5003
Sun Aug 29 18:19:03 2021	1630228743	0	6789	6789	6453
Sun Aug 29 18:18:52 2021	1630228732	0	6790	6790	6705
Sun Aug 29 18:18:51 2021	1630228731	0	6792	6792	6668
Sun Aug 29 18:18:19 2021	1630228699	0	6797	6797	6200
Sun Aug 29 18:17:36 2021	1630228656	0	6797	6797	5942
Sun Aug 29 18:19:00 2021	1630228740	0	6801	6801	6281
Sun Aug 29 18:17:34 2021	1630228654	0	6804	6804	5856
Sun Aug 29 18:16:48 2021	1630228608	5	6799	6804	4696
Sun Aug 29 18:18:02 2021	1630228682	0	6806	6806	6432
Sun Aug 29 18:18:58 2021	1630228738	0	6806	6806	6619
Sun Aug 29 18:16:55 2021	1630228615	0	6808	6808	6285
Sun Aug 29 18:17:57 2021	1630228677	0	6808	6808	4143
Sun Aug 29 18:18:58 2021	1630228738	0	6808	6808	6633
Sun Aug 29 18:18:39 2021	1630228719	0	6812	6812	6295
Sun Aug 29 18:18:19 2021	1630228699	0	6812	6812	6697
Sun Aug 29 18:19:09 2021	1630228749	0	6816	6816	6124
Sun Aug 29 18:18:46 2021	1630228726	0	6820	6820	6385
Sun Aug 29 18:16:52 2021	1630228612	0	6823	6823	6761
Sun Aug 29 18:18:25 2021	1630228705	0	6823	6823	6080
Sun Aug 29 18:18:53 2021	1630228733	0	6829	6829	5820
Sun Aug 29 18:18:41 2021	1630228721	0	6836	6836	6685
Sun Aug 29 18:17:10 2021	1630228630	0	6836	6837	6555
Sun Aug 29 18:18:46 2021	1630228726	0	6837	6837	6397
Sun Aug 29 18:18:09 2021	1630228689	0	6837	6837	5877
Sun Aug 29 18:18:19 2021	1630228699	0	6840	6840	6362
Sun Aug 29 18:18:35 2021	1630228715	0	6844	6844	5157
Sun Aug 29 18:17:39 2021	1630228659	0	6845	6845	6054
Sun Aug 29 18:16:55 2021	1630228615	0	6846	6846	6630
Sun Aug 29 18:17:52 2021	1630228672	0	6846	6846	5985
Sun Aug 29 18:19:07 2021	1630228747	0	6846	6846	5682
Sun Aug 29 18:18:26 2021	1630228706	1	6853	6854	6268
Sun Aug 29 18:19:06 2021	1630228746	0	6855	6855	5845
Sun Aug 29 18:18:31 2021	1630228711	0	6859	6859	6793
Sun Aug 29 18:17:30 2021	1630228650	0	6864	6865	4984
Sun Aug 29 18:16:48 2021	1630228608	7	6863	6870	5691
Sun Aug 29 18:17:33 2021	1630228653	0	6872	6873	5137
Sun Aug 29 18:19:00 2021	1630228740	0	6874	6874	6068
Sun Aug 29 18:18:32 2021	1630228712	0	6878	6878	6240
Sun Aug 29 18:18:33 2021	1630228713	0	6879	6879	6293
Sun Aug 29 18:17:01 2021	1630228621	0	6880	6880	6648
Sun Aug 29 18:17:33 2021	1630228653	0	6881	6881	5867
Sun Aug 29 18:18:52 2021	1630228732	0	6880	6881	6650
Sun Aug 29 18:17:29 2021	1630228649	2	6884	6886	5564
Sun Aug 29 18:18:02 2021	1630228682	0	6887	6887	6396
Sun Aug 29 18:18:25 2021	1630228705	1	6890	6890	6404
Sun Aug 29 18:19:07 2021	1630228747	0	6890	6891	6306
Sun Aug 29 18:18:02 2021	1630228682	0	6891	6891	6664
Sun Aug 29 18:17:53 2021	1630228673	0	6891	6891	5801
Sun Aug 29 18:17:11 2021	1630228631	0	6892	6893	6398
Sun Aug 29 18:18:31 2021	1630228711	0	6893	6893	5575
Sun Aug 29 18:18:46 2021	1630228726	0	6895	6895	6504
Sun Aug 29 18:17:33 2021	1630228653	0	6896	6896	4995
Sun Aug 29 18:18:52 2021	1630228732	0	6897	6897	6804
Sun Aug 29 18:18:02 2021	1630228682	0	6898	6898	5991
Sun Aug 29 18:17:37 2021	1630228657	0	6906	6906	6593
Sun Aug 29 18:19:09 2021	1630228749	0	6907	6907	6233
Sun Aug 29 18:17:17 2021	1630228637	0	6915	6915	4984
Sun Aug 29 18:17:16 2021	1630228636	0	6915	6915	6540
Sun Aug 29 18:17:52 2021	1630228672	0	6917	6917	5565
Sun Aug 29 18:18:52 2021	1630228732	0	6922	6923	5715
Sun Aug 29 18:18:11 2021	1630228691	0	6923	6923	5869
Sun Aug 29 18:18:03 2021	1630228683	0	6926	6926	5692
Sun Aug 29 18:18:36 2021	1630228716	0	6927	6927	6292
Sun Aug 29 18:18:32 2021	1630228712	0	6928	6928	6083
Sun Aug 29 18:18:09 2021	1630228689	0	6928	6928	6765
Sun Aug 29 18:17:28 2021	1630228648	0	6930	6930	6662
Sun Aug 29 18:18:08 2021	1630228688	0	6933	6933	6027
Sun Aug 29 18:19:09 2021	1630228749	0	6934	6934	6178
Sun Aug 29 18:17:00 2021	1630228620	0	6935	6935	6046
Sun Aug 29 18:18:50 2021	1630228730	0	6941	6941	6716
Sun Aug 29 18:18:25 2021	1630228705	0	6951	6951	5216
Sun Aug 29 18:17:59 2021	1630228679	0	6954	6954	6507
Sun Aug 29 18:18:31 2021	1630228711	0	6955	6955	4947
Sun Aug 29 18:18:17 2021	1630228697	0	6955	6956	6094
Sun Aug 29 18:18:25 2021	1630228705	0	6959	6959	6358
Sun Aug 29 18:16:55 2021	1630228615	0	6960	6960	6265
Sun Aug 29 18:18:18 2021	1630228698	0	6960	6961	6721
Sun Aug 29 18:18:39 2021	1630228719	0	6962	6963	6243
Sun Aug 29 18:19:08 2021	1630228748	0	6963	6963	6306
Sun Aug 29 18:17:43 2021	1630228663	0	6963	6964	4663
Sun Aug 29 18:17:27 2021	1630228647	0	6966	6966	6263
Sun Aug 29 18:18:08 2021	1630228688	0	6966	6966	6623
Sun Aug 29 18:16:48 2021	1630228608	2	6965	6967	6899
Sun Aug 29 18:17:39 2021	1630228659	0	6970	6970	6319
Sun Aug 29 18:16:55 2021	1630228615	0	6971	6971	6073
Sun Aug 29 18:18:15 2021	1630228695	0	6974	6974	6850
Sun Aug 29 18:18:45 2021	1630228725	0	6980	6980	6902
Sun Aug 29 18:18:54 2021	1630228734	0	6980	6980	6476
Sun Aug 29 18:17:10 2021	1630228630	0	6983	6983	6108
Sun Aug 29 18:18:18 2021	1630228698	0	6989	6989	5018
Sun Aug 29 18:18:14 2021	1630228694	0	6991	6992	6724
Sun Aug 29 18:17:52 2021	1630228672	0	6993	6993	5569
Sun Aug 29 18:17:17 2021	1630228637	0	6993	6993	5897
Sun Aug 29 18:18:18 2021	1630228698	0	6994	6994	6758
Sun Aug 29 18:16:59 2021	1630228619	0	7000	7000	6064
Sun Aug 29 18:18:09 2021	1630228689	0	7010	7010	6768
Sun Aug 29 18:16:52 2021	1630228612	0	7010	7011	6443
Sun Aug 29 18:17:52 2021	1630228672	0	7011	7011	5001
Sun Aug 29 18:19:09 2021	1630228749	0	7011	7012	6113
Sun Aug 29 18:17:33 2021	1630228653	0	7012	7013	3906
Sun Aug 29 18:17:06 2021	1630228626	0	7015	7015	6330
Sun Aug 29 18:16:48 2021	1630228608	9	7007	7016	6187
Sun Aug 29 18:16:48 2021	1630228608	8	7012	7020	6201
Sun Aug 29 18:16:51 2021	1630228611	0	7029	7029	6921
Sun Aug 29 18:16:48 2021	1630228608	7	7023	7030	6943
Sun Aug 29 18:18:40 2021	1630228720	0	7030	7031	5006
Sun Aug 29 18:17:34 2021	1630228654	0	7034	7034	6698
Sun Aug 29 18:19:09 2021	1630228749	0	7036	7036	6142
Sun Aug 29 18:18:48 2021	1630228728	0	7041	7041	5974
Sun Aug 29 18:17:27 2021	1630228647	0	7048	7048	6245
Sun Aug 29 18:19:09 2021	1630228749	1	7049	7050	6223
Sun Aug 29 18:17:27 2021	1630228647	0	7053	7053	5944
Sun Aug 29 18:18:35 2021	1630228715	0	7053	7053	5769
Sun Aug 29 18:18:25 2021	1630228705	1	7055	7056	6780
Sun Aug 29 18:19:09 2021	1630228749	0	7056	7056	6368
Sun Aug 29 18:19:09 2021	1630228749	0	7058	7059	6389
Sun Aug 29 18:18:08 2021	1630228688	0	7060	7061	6438
Sun Aug 29 18:17:26 2021	1630228646	0	7061	7061	6610
Sun Aug 29 18:19:09 2021	1630228749	0	7063	7063	6407
Sun Aug 29 18:17:52 2021	1630228672	0	7064	7064	5549
Sun Aug 29 18:17:37 2021	1630228657	0	7064	7064	6184
Sun Aug 29 18:18:52 2021	1630228732	0	7071	7071	6979
Sun Aug 29 18:18:57 2021	1630228737	0	7082	7082	6102
Sun Aug 29 18:18:36 2021	1630228716	1	7085	7086	7032
Sun Aug 29 18:17:34 2021	1630228654	0	7086	7086	4020
Sun Aug 29 18:18:08 2021	1630228688	0	7088	7088	4965
Sun Aug 29 18:18:10 2021	1630228690	0	7090	7090	6511
Sun Aug 29 18:17:07 2021	1630228627	0	7091	7092	6066
Sun Aug 29 18:16:59 2021	1630228619	0	7094	7094	6415
Sun Aug 29 18:18:19 2021	1630228699	0	7094	7094	5817
Sun Aug 29 18:19:05 2021	1630228745	0	7094	7094	6280
Sun Aug 29 18:18:50 2021	1630228730	1	7099	7099	6055
Sun Aug 29 18:17:02 2021	1630228622	0	7100	7101	4143
Sun Aug 29 18:18:09 2021	1630228689	0	7103	7104	6869
Sun Aug 29 18:17:27 2021	1630228647	0	7110	7110	6279
Sun Aug 29 18:18:56 2021	1630228736	0	7111	7111	7003
Sun Aug 29 18:18:41 2021	1630228721	0	7114	7115	6684
Sun Aug 29 18:18:39 2021	1630228719	0	7116	7116	6869
Sun Aug 29 18:18:03 2021	1630228683	0	7119	7119	6213
Sun Aug 29 18:18:09 2021	1630228689	0	7119	7119	6855
Sun Aug 29 18:19:01 2021	1630228741	0	7122	7123	6294
Sun Aug 29 18:17:37 2021	1630228657	0	7129	7129	6064
Sun Aug 29 18:18:25 2021	1630228705	0	7129	7130	6355
Sun Aug 29 18:18:57 2021	1630228737	0	7131	7131	6420
Sun Aug 29 18:16:52 2021	1630228612	0	7138	7138	7018
Sun Aug 29 18:18:05 2021	1630228685	0	7139	7139	7044
Sun Aug 29 18:19:09 2021	1630228749	0	7140	7140	6238
Sun Aug 29 18:19:06 2021	1630228746	0	7153	7153	6476
Sun Aug 29 18:17:56 2021	1630228676	0	7158	7158	6838
Sun Aug 29 18:17:55 2021	1630228675	0	7161	7161	5901
Sun Aug 29 18:16:48 2021	1630228608	4	7158	7162	7064
Sun Aug 29 18:19:07 2021	1630228747	0	7164	7165	6847
Sun Aug 29 18:18:53 2021	1630228733	0	7165	7165	6773
Sun Aug 29 18:16:53 2021	1630228613	0	7165	7165	5459
Sun Aug 29 18:17:26 2021	1630228646	0	7172	7172	6268
Sun Aug 29 18:17:01 2021	1630228621	0	7178	7178	5936
Sun Aug 29 18:18:21 2021	1630228701	0	7179	7180	5966
Sun Aug 29 18:18:33 2021	1630228713	0	7181	7181	6273
Sun Aug 29 18:18:00 2021	1630228680	0	7183	7183	5919
Sun Aug 29 18:18:46 2021	1630228726	0	7183	7184	6997
Sun Aug 29 18:18:06 2021	1630228686	0	7185	7185	7108
Sun Aug 29 18:18:07 2021	1630228687	0	7198	7198	6446
Sun Aug 29 18:17:04 2021	1630228624	0	7200	7200	6966
Sun Aug 29 18:18:25 2021	1630228705	1	7201	7201	5996
Sun Aug 29 18:17:39 2021	1630228659	0	7201	7202	6541
Sun Aug 29 18:18:09 2021	1630228689	0	7206	7206	6975
Sun Aug 29 18:18:25 2021	1630228705	0	7206	7206	6650
Sun Aug 29 18:17:27 2021	1630228647	0	7208	7209	6393
Sun Aug 29 18:19:04 2021	1630228744	0	7209	7209	6522
Sun Aug 29 18:18:00 2021	1630228680	0	7216	7216	5901
Sun Aug 29 18:18:33 2021	1630228713	0	7223	7223	5439
Sun Aug 29 18:17:52 2021	1630228672	0	7224	7224	6791
Sun Aug 29 18:18:07 2021	1630228687	0	7226	7226	6525
Sun Aug 29 18:17:55 2021	1630228675	0	7227	7227	6644
Sun Aug 29 18:18:40 2021	1630228720	1	7230	7231	5593
Sun Aug 29 18:18:40 2021	1630228720	0	7235	7235	5304
Sun Aug 29 18:18:46 2021	1630228726	0	7236	7236	5600
Sun Aug 29 18:18:56 2021	1630228736	0	7241	7242	7113
Sun Aug 29 18:17:37 2021	1630228657	0	7242	7242	6920
Sun Aug 29 18:18:40 2021	1630228720	0	7242	7243	6581
Sun Aug 29 18:18:03 2021	1630228683	0	7243	7243	5529
Sun Aug 29 18:17:13 2021	1630228633	0	7251	7251	6208
Sun Aug 29 18:19:08 2021	1630228748	0	7251	7251	6594
Sun Aug 29 18:18:38 2021	1630228718	0	7254	7254	6645
Sun Aug 29 18:18:54 2021	1630228734	0	7255	7255	6809
Sun Aug 29 18:18:28 2021	1630228708	0	7255	7256	6659
Sun Aug 29 18:18:57 2021	1630228737	0	7263	7263	6681
Sun Aug 29 18:17:34 2021	1630228654	0	7267	7267	6430
Sun Aug 29 18:17:02 2021	1630228622	0	7271	7271	6525
Sun Aug 29 18:18:06 2021	1630228686	0	7274	7274	7038
Sun Aug 29 18:17:22 2021	1630228642	0	7279	7279	6188
Sun Aug 29 18:18:48 2021	1630228728	0	7282	7282	6144
Sun Aug 29 18:18:40 2021	1630228720	0	7289	7289	5971
Sun Aug 29 18:17:05 2021	1630228625	0	7292	7292	7073
Sun Aug 29 18:17:02 2021	1630228622	0	7294	7294	6144
Sun Aug 29 18:17:39 2021	1630228659	0	7296	7296	6090
Sun Aug 29 18:17:15 2021	1630228635	0	7298	7298	5534
Sun Aug 29 18:19:01 2021	1630228741	0	7299	7299	6989
Sun Aug 29 18:17:06 2021	1630228626	0	7302	7302	5439
Sun Aug 29 18:18:14 2021	1630228694	0	7303	7303	5532
Sun Aug 29 18:17:34 2021	1630228654	0	7311	7311	5587
Sun Aug 29 18:17:02 2021	1630228622	0	7311	7311	6865
Sun Aug 29 18:17:14 2021	1630228634	0	7315	7315	7193
Sun Aug 29 18:19:02 2021	1630228742	0	7316	7317	5346
Sun Aug 29 18:19:01 2021	1630228741	0	7317	7318	6475
Sun Aug 29 18:17:21 2021	1630228641	0	7319	7319	6891
Sun Aug 29 18:16:57 2021	1630228617	0	7324	7324	5701
Sun Aug 29 18:16:48 2021	1630228608	8	7321	7328	5428
Sun Aug 29 18:18:19 2021	1630228699	0	7332	7332	6777
Sun Aug 29 18:18:03 2021	1630228683	0	7332	7332	6807
Sun Aug 29 18:17:33 2021	1630228653	0	7335	7336	6259
Sun Aug 29 18:16:55 2021	1630228615	0	7344	7345	6471
Sun Aug 29 18:17:50 2021	1630228670	0	7345	7345	6534
Sun Aug 29 18:18:53 2021	1630228733	0	7350	7350	6900
Sun Aug 29 18:19:03 2021	1630228743	0	7351	7351	7238
Sun Aug 29 18:18:58 2021	1630228738	0	7352	7352	6663
Sun Aug 29 18:18:33 2021	1630228713	0	7355	7355	5297
Sun Aug 29 18:18:13 2021	1630228693	0	7358	7358	7144
Sun Aug 29 18:18:54 2021	1630228734	0	7360	7361	5610
Sun Aug 29 18:16:48 2021	1630228608	11	7356	7366	6462
Sun Aug 29 18:17:52 2021	1630228672	1	7368	7370	6964
Sun Aug 29 18:18:03 2021	1630228683	0	7369	7370	6395
Sun Aug 29 18:16:57 2021	1630228617	0	7376	7376	7153
Sun Aug 29 18:18:45 2021	1630228725	0	7379	7379	5481
Sun Aug 29 18:18:43 2021	1630228723	0	7380	7380	5792
Sun Aug 29 18:18:48 2021	1630228728	0	7387	7387	5717
Sun Aug 29 18:18:33 2021	1630228713	0	7391	7392	6691
Sun Aug 29 18:18:09 2021	1630228689	0	7392	7392	6861
Sun Aug 29 18:17:18 2021	1630228638	1	7399	7399	5823
Sun Aug 29 18:18:10 2021	1630228690	1	7406	7408	6734
Sun Aug 29 18:18:33 2021	1630228713	0	7409	7409	6698
Sun Aug 29 18:18:25 2021	1630228705	0	7410	7410	7088
Sun Aug 29 18:17:37 2021	1630228657	0	7412	7413	5461
Sun Aug 29 18:18:18 2021	1630228698	0	7415	7415	6549
Sun Aug 29 18:19:03 2021	1630228743	0	7422	7422	7324
Sun Aug 29 18:18:52 2021	1630228732	0	7423	7423	7364
Sun Aug 29 18:18:50 2021	1630228730	0	7427	7428	5576
Sun Aug 29 18:17:44 2021	1630228664	0	7430	7430	3651
Sun Aug 29 18:18:38 2021	1630228718	0	7441	7441	5514
Sun Aug 29 18:17:24 2021	1630228644	0	7443	7443	6851
Sun Aug 29 18:18:46 2021	1630228726	0	7445	7445	6300
Sun Aug 29 18:18:03 2021	1630228683	0	7446	7446	6909
Sun Aug 29 18:17:25 2021	1630228645	0	7447	7447	5941
Sun Aug 29 18:17:11 2021	1630228631	0	7448	7448	7216
Sun Aug 29 18:18:05 2021	1630228685	0	7452	7452	5415
Sun Aug 29 18:18:48 2021	1630228728	0	7458	7458	6613
Sun Aug 29 18:18:01 2021	1630228681	0	7465	7465	7409
Sun Aug 29 18:16:57 2021	1630228617	0	7468	7468	5251
Sun Aug 29 18:18:02 2021	1630228682	0	7469	7470	7045
Sun Aug 29 18:16:56 2021	1630228616	0	7471	7471	6513
Sun Aug 29 18:18:38 2021	1630228718	1	7470	7471	5209
Sun Aug 29 18:18:09 2021	1630228689	0	7473	7473	6786
Sun Aug 29 18:18:38 2021	1630228718	0	7473	7473	6102
Sun Aug 29 18:17:35 2021	1630228655	0	7473	7474	7374
Sun Aug 29 18:16:57 2021	1630228617	0	7475	7475	7227
Sun Aug 29 18:18:41 2021	1630228721	0	7476	7476	6703
Sun Aug 29 18:18:19 2021	1630228699	0	7485	7485	6996
Sun Aug 29 18:18:04 2021	1630228684	0	7485	7485	7392
Sun Aug 29 18:18:38 2021	1630228718	0	7486	7486	5948
Sun Aug 29 18:18:58 2021	1630228738	0	7493	7494	6422
Sun Aug 29 18:18:47 2021	1630228727	0	7502	7502	7299
Sun Aug 29 18:18:02 2021	1630228682	0	7506	7507	6012
Sun Aug 29 18:18:53 2021	1630228733	0	7513	7513	7072
Sun Aug 29 18:17:41 2021	1630228661	0	7518	7518	6316
Sun Aug 29 18:18:07 2021	1630228687	0	7522	7522	6419
Sun Aug 29 18:17:36 2021	1630228656	0	7527	7528	6194
Sun Aug 29 18:17:07 2021	1630228627	0	7528	7528	6006
Sun Aug 29 18:16:53 2021	1630228613	0	7529	7529	6471
Sun Aug 29 18:17:53 2021	1630228673	0	7531	7532	7468
Sun Aug 29 18:18:02 2021	1630228682	0	7537	7537	7207
Sun Aug 29 18:19:08 2021	1630228748	0	7541	7541	7264
Sun Aug 29 18:17:08 2021	1630228628	0	7549	7549	7018
Sun Aug 29 18:17:55 2021	1630228675	0	7552	7552	5548
Sun Aug 29 18:17:02 2021	1630228622	0	7554	7554	6956
Sun Aug 29 18:18:17 2021	1630228697	0	7555	7555	4986
Sun Aug 29 18:18:30 2021	1630228710	0	7556	7556	6704
Sun Aug 29 18:16:48 2021	1630228608	9	7551	7560	7472
Sun Aug 29 18:17:10 2021	1630228630	0	7562	7562	6516
Sun Aug 29 18:18:06 2021	1630228686	0	7564	7564	7337
Sun Aug 29 18:19:08 2021	1630228748	0	7565	7565	6782
Sun Aug 29 18:17:17 2021	1630228637	0	7569	7570	7519
Sun Aug 29 18:18:48 2021	1630228728	0	7572	7572	6195
Sun Aug 29 18:17:55 2021	1630228675	0	7582	7582	6575
Sun Aug 29 18:17:58 2021	1630228678	0	7584	7584	6732
Sun Aug 29 18:17:10 2021	1630228630	0	7590	7591	6749
Sun Aug 29 18:17:06 2021	1630228626	0	7591	7591	5618
Sun Aug 29 18:18:40 2021	1630228720	0	7592	7592	7181
Sun Aug 29 18:18:33 2021	1630228713	0	7595	7595	7369
Sun Aug 29 18:17:07 2021	1630228627	0	7595	7596	6728
Sun Aug 29 18:18:33 2021	1630228713	0	7614	7614	5346
Sun Aug 29 18:18:00 2021	1630228680	0	7621	7621	6676
Sun Aug 29 18:18:47 2021	1630228727	0	7624	7624	7427
Sun Aug 29 18:18:58 2021	1630228738	0	7626	7626	7548
Sun Aug 29 18:17:01 2021	1630228621	0	7631	7632	6722
Sun Aug 29 18:16:55 2021	1630228615	0	7633	7634	6473
Sun Aug 29 18:16:52 2021	1630228612	0	7645	7645	3517
Sun Aug 29 18:17:11 2021	1630228631	0	7647	7647	7111
Sun Aug 29 18:17:10 2021	1630228630	0	7647	7648	6380
Sun Aug 29 18:17:17 2021	1630228637	0	7655	7655	5339
Sun Aug 29 18:16:57 2021	1630228617	0	7658	7658	7410
Sun Aug 29 18:17:22 2021	1630228642	0	7660	7660	7509
Sun Aug 29 18:17:52 2021	1630228672	0	7665	7665	7218
Sun Aug 29 18:18:19 2021	1630228699	0	7669	7670	7048
Sun Aug 29 18:17:15 2021	1630228635	0	7670	7670	6608
Sun Aug 29 18:16:48 2021	1630228608	8	7663	7671	7166
Sun Aug 29 18:18:37 2021	1630228717	0	7680	7680	5665
Sun Aug 29 18:17:34 2021	1630228654	0	7684	7684	7549
Sun Aug 29 18:18:42 2021	1630228722	0	7686	7686	6950
Sun Aug 29 18:18:16 2021	1630228696	0	7694	7694	6309
Sun Aug 29 18:18:48 2021	1630228728	0	7700	7700	5749
Sun Aug 29 18:16:58 2021	1630228618	0	7701	7701	6925
Sun Aug 29 18:16:53 2021	1630228613	0	7703	7703	6797
Sun Aug 29 18:17:10 2021	1630228630	0	7705	7705	7018
Sun Aug 29 18:19:07 2021	1630228747	0	7706	7706	7318
Sun Aug 29 18:17:51 2021	1630228671	0	7712	7712	6805
Sun Aug 29 18:18:39 2021	1630228719	0	7712	7712	7095
Sun Aug 29 18:18:00 2021	1630228680	0	7714	7714	7579
Sun Aug 29 18:17:34 2021	1630228654	0	7715	7716	7281
Sun Aug 29 18:17:08 2021	1630228628	0	7718	7718	7467
Sun Aug 29 18:18:45 2021	1630228725	0	7724	7725	6421
Sun Aug 29 18:17:52 2021	1630228672	0	7725	7726	6081
Sun Aug 29 18:18:42 2021	1630228722	0	7737	7737	6828
Sun Aug 29 18:18:13 2021	1630228693	0	7738	7738	6197
Sun Aug 29 18:17:14 2021	1630228634	0	7739	7739	5476
Sun Aug 29 18:17:16 2021	1630228636	0	7742	7742	5411
Sun Aug 29 18:17:00 2021	1630228620	0	7742	7742	6925
